Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M3J,Family characteristics,Total children in census families in private households,25 years and over,,,,,1545
M3J,Family characteristics,Average number of children at home per census family,,,,,,1.2
M3K,Family characteristics,Total number of census families in private households,,,,,,1680
M3K,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,800
M3K,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,385
M3K,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,355
M3K,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,140
M3K,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,1675
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,1295
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,1180
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,480
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,695
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,270
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,305
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,120
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,115
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,60
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,55
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,20
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,20
M3K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,15
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,380
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,300
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,195
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,75
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,30
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,80
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,55
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,20
M3K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,5
M3K,Family characteristics,Total children in census families in private households,,,,,,1935
M3K,Family characteristics,Total children in census families in private households,Under six years of age,,,,,375
M3K,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,475
M3K,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,210
M3K,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,395
M3K,Family characteristics,Total children in census families in private households,25 years and over,,,,,480
M3K,Family characteristics,Average number of children at home per census family,,,,,,1.2
M3L,Family characteristics,Total number of census families in private households,,,,,,4895
M3L,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,2075
M3L,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1290
M3L,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1035
M3L,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,495
M3L,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,4895
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,3280
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,2975
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1125
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,1855
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,740
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,765
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,345
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,300
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,125
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,175
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,75
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,60
M3L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,40
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1610
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1385
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,680
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,410
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,290
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,225
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,150
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,60
M3L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,25
M3L,Family characteristics,Total children in census families in private households,,,,,,6650
M3L,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1270
M3L,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,2025
M3L,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,730
M3L,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1255
M3L,Family characteristics,Total children in census families in private households,25 years and over,,,,,1365
M3L,Family characteristics,Average number of children at home per census family,,,,,,1.4
M3M,Family characteristics,Total number of census families in private households,,,,,,6580
M3M,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,3015
M3M,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1700
M3M,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1355
M3M,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,510
M3M,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,6580
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,4730
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,4195
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1630
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,2570
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1035
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1105
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,420
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,540
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,280
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,260
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,135
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,90
M3M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,35
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1850
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1585
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,920
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,465
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,195
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,265
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,195
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,55
M3M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,20
M3M,Family characteristics,Total children in census families in private households,,,,,,7940
M3M,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1735
M3M,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,2370
M3M,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,845
M3M,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1460
M3M,Family characteristics,Total children in census families in private households,25 years and over,,,,,1530
M3M,Family characteristics,Average number of children at home per census family,,,,,,1.2
M3N,Family characteristics,Total number of census families in private households,,,,,,11315
M3N,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,4385
M3N,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,3005
M3N,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,2430
M3N,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,1490
M3N,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,11320
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,6700
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,6015
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1990
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,4030
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1435
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1590
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,1000
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,680
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,240
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,445
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,165
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,155
M3N,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,125
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,4615
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,4010
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,1795
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,1230
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,985
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,605
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,365
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,175
M3N,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,75
M3N,Family characteristics,Total children in census families in private households,,,,,,17735
M3N,Family characteristics,Total children in census families in private households,Under six years of age,,,,,4050
M3N,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,5705
M3N,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1945
M3N,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,3180
M3N,Family characteristics,Total children in census families in private households,25 years and over,,,,,2855
M3N,Family characteristics,Average number of children at home per census family,,,,,,1.6
M4A,Family characteristics,Total number of census families in private households,,,,,,3770
M4A,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,1835
M4A,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,985
M4A,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,700
M4A,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,255
M4A,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,3775
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,2810
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,2485
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1025
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,1465
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,660
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,590
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,215
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,320
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,195
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,125
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,70
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,40
M4A,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,10
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,965
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,830
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,520
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,215
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,90
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,135
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,95
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,35
M4A,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,10
M4A,Family characteristics,Total children in census families in private households,,,,,,4220
M4A,Family characteristics,Total children in census families in private households,Under six years of age,,,,,900
M4A,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,1155
M4A,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,400
M4A,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,865
M4A,Family characteristics,Total children in census families in private households,25 years and over,,,,,900
M4A,Family characteristics,Average number of children at home per census family,,,,,,1.1
M4B,Family characteristics,Total number of census families in private households,,,,,,5035
M4B,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,2355
M4B,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1285
M4B,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1020
M4B,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,370
M4B,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,5030
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,3800
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,3190
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1180
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,2005
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,840
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,860
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,305
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,615
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,375
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,235
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,120
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,75
M4B,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,35
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1230
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1035
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,655
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,280
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,105
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,195
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,145
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,40
M4B,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,10
M4B,Family characteristics,Total children in census families in private households,,,,,,5770
M4B,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1305
M4B,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,1810
M4B,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,620
M4B,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1145
M4B,Family characteristics,Total children in census families in private households,25 years and over,,,,,880
M4B,Family characteristics,Average number of children at home per census family,,,,,,1.1
M4C,Family characteristics,Total number of census families in private households,,,,,,12295
M4C,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,5755
M4C,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,3270
M4C,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,2505
M4C,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,765
M4C,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,12290
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,9635
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,8105
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,2965
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,5140
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,2255
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,2205
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,680
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,1530
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,1080
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,445
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,255
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,150
M4C,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,40
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,2665
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,2245
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,1420
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,660
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,170
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,420
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,295
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,100
M4C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,20
M4C,Family characteristics,Total children in census families in private households,,,,,,13415
M4C,Family characteristics,Total children in census families in private households,Under six years of age,,,,,3495
M4C,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,4095
M4C,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1290
M4C,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,2455
M4C,Family characteristics,Total children in census families in private households,25 years and over,,,,,2080
M4C,Family characteristics,Average number of children at home per census family,,,,,,1.1
M4E,Family characteristics,Total number of census families in private households,,,,,,6705
M4E,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,3180
M4E,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1620
M4E,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1455
M4E,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,450
M4E,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,6700
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,5470
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,4425
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1665
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,2760
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1075
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1275
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,410
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,1040
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,710
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,330
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,190
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,110
M4E,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,35
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1235
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1020
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,655
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,300
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,65
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,215
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,150
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,55
M4E,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,10
M4E,Family characteristics,Total children in census families in private households,,,,,,7225
M4E,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1770
M4E,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,2500
M4E,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,805
M4E,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1455
M4E,Family characteristics,Total children in census families in private households,25 years and over,,,,,690
M4E,Family characteristics,Average number of children at home per census family,,,,,,1.1
M4G,Family characteristics,Total number of census families in private households,,,,,,4860
M4G,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,1995
M4G,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1065
M4G,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1315
M4G,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,480
