Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,Unit,Source,Year,Month,Year-Month,Week
Dry Maize,White Maize,-,-,Kawangware,70,80,1000.0,Nairobi,2023-08-30,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Gikomba,92.22,120,,Nairobi,2023-08-30,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Gikomba,70,85,8000.0,Nairobi,2023-08-30,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Naivasha Market,60,70,,Nakuru,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Bondo,50,75,28000.0,Siaya,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kilingili,48.89,63.16,20000.0,Vihiga,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Nkubu,55.56,60,990.0,Meru,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Ahero,65,70,7500.0,Kisumu,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Ahero,65,70,6000.0,Kisumu,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,55.56, - ,,Nakuru,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Nakuru Wakulima,52.22, - ,,Nakuru,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Nyamakima,70,100,,Nairobi,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Chuka,66.67,80,9000.0,Tharaka-Nithi,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kawangware,70,80,1000.0,Nairobi,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Gikomba,92.22,120,,Nairobi,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Gikomba,70,85,,Nairobi,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Emali Market,60,70,4590.0,Makueni,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kapkwen,53.33,62.5,108000.0,Bomet,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Luanda,53.33,54.17,18000.0,Vihiga,2023-08-29,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Kiserian crops market,66.67,100,9000.0,Kajiado,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Chwele,35.56,40,27000.0,Bungoma,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kitale Municipality Market,60,130,1800.0,Trans-Nzoia,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,55.56, - ,2700.0,Nakuru,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Nakuru Wakulima,52.22, - ,9000.0,Nakuru,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Othaya,50,70,6300.0,Nyeri,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Aram,46.32,55.58,2700.0,Siaya,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Aram,46.15,55.38,6000.0,Siaya,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Mixed-Traditional ,-,-,Aram,46.32,55.58,5400.0,Siaya,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Makutano West Pokot,52.22,60,,West-Pokot,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Gikomba,68.89,85,,Nairobi,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Gikomba,68.89,170,,Nairobi,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Nyamakima,70,100,,Nairobi,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Nginyang,66.67,166.67,1036.0,Baringo,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Gakindu,55.56,63.64,1800.0,Nyeri,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Cheptiret - Uasin Gishu,75,65,3000.0,Uasin-Gishu,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kalundu,55.56,60,,Kitui,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Molo, - ,70,1250.0,Nakuru,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Kagio,44.44,50,,Kirinyaga,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Luanda,53.33,54.17,9000.0,Vihiga,2023-08-28,Kg,AMIS,2023,August,2023-08,36
Dry Maize,White Maize,-,-,Ikonge,38.89,50,18000.0,Nyamira,2023-08-27,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kibiok,48,52,5000.0,Nandi,2023-08-27,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Akala,50,60,3000.0,Siaya,2023-08-27,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Mbale,53.33,67.71,32000.0,Vihiga,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Serem - Vihiga,48.89,56.52,8000.0,Vihiga,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Ngong market,66.67,85,540.0,Kajiado,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nanyuki Open Air Market,72.22,85,3000.0,Laikipia,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Molo, - ,70,1200.0,Nakuru,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Embu Town,55.56,75,4000.0,Embu,2023-08-26,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Majengo Vihiga,53.33,67.71,18000.0,Vihiga,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Ngurubani Market,50,60,4000.0,Kirinyaga,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,,Nakuru,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,,Nakuru,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,60,2500.0,Kirinyaga,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Bungoma town,50,70,6000.0,Bungoma,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Gikomba,68.89,85,,Nairobi,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kisasi,50,75,,Kitui,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Gakoromone,57.78,70,4000.0,Meru,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyansiongo,75.56,75,3150.0,Nyamira,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kagio,44.44,45,,Kirinyaga,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Soko mpya,70,70.83,1150.0,Nyandarua,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kawangware,70,80,,Nairobi,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyamakima,70,90,,Nairobi,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Chuka,66.67,80,9000.0,Tharaka-Nithi,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Molo, - ,70,1500.0,Nakuru,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Gakindu,55.56,63.64,2500.0,Nyeri,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Luanda,53.33,54.17,16200.0,Vihiga,2023-08-25,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Majengo Vihiga,53.33,67.67,25000.0,Vihiga,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kerugoya,50,75,5000.0,Kirinyaga,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kitale Municipality Market,60,70,1800.0,Trans-Nzoia,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kangemi Market,58.89, - ,,Nairobi,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Flax,48,52,18000.0,Elgeyo-Marakwet,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Flax,48,52,18000.0,Elgeyo-Marakwet,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kutus,50,67.26,1800.0,Kirinyaga,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Aram,46.32,55.58,550.0,Siaya,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Aram,46.15,55.38,4500.0,Siaya,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Aram,46.32,55.58,3000.0,Siaya,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,1100.0,Nakuru,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,5400.0,Nakuru,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Tseikuru,57.78,70,20000.0,Kitui,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kawangware,70,80,,Nairobi,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Ahero,70,75,6000.0,Kisumu,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyamakima,70,90,,Nairobi,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Molo, - ,70,1500.0,Nakuru,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Mbita,71.11,65,5000.0,Homa-bay,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Naivasha Market,55,60,,Nakuru,2023-08-24,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Mbale,53.33,67.71,26000.0,Vihiga,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,60,5000.0,Kirinyaga,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Makutano Kirinyaga,50,30,5000.0,Kirinyaga,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Akala,50,60,4500.0,Siaya,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Mwingi Town,50,65,5000.0,Kitui,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kabiyet Market,50,60,30000.0,Nandi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Malindi Old Market,40,60,100.0,Kilifi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Gikomba,68.89,85,,Nairobi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,,Nakuru,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,,Nakuru,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Embu Town,55.56,75,5000.0,Embu,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kangemi Market,58.89, - ,,Nairobi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kawangware,70,80,3000.0,Nairobi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyamakima,70,90,2000.0,Nairobi,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kangeta,65,70,1650.0,Meru,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Isebania Market, - ,60,150000.0,Migori,2023-08-23,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Sega,75,90,1800.0,Mombasa,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Ngurubani Market,46.67,60,5000.0,Kirinyaga,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kerugoya,61.11,80,4500.0,Kirinyaga,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Maua,55.56,60,72000.0,Meru,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Nkubu,77.78,90,1170.0,Meru,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,9900.0,Nakuru,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,,Nakuru,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Malindi Old Market,40,60,200.0,Kilifi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Karatina,55.56,80,1800.0,Nyeri,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kawangware,70,80,3000.0,Nairobi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Chuka,58.89,80,9000.0,Tharaka-Nithi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyamakima,70,90,,Nairobi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Gikomba,68.89,170,,Nairobi,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Bondeni,46.67,50,560.0,Trans-Nzoia,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Molo, - ,70,1500.0,Nakuru,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Keroka,72.22,74.63,25500.0,Nyamira,2023-08-22,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Mois Bridge,52.22,60,3600.0,Uasin-Gishu,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Runyenjes,45,50,17100.0,Embu,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Aram,46.32,55.58,1800.0,Siaya,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Aram,46.15,55.38,5400.0,Siaya,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Othaya,58.89,150,3600.0,Nyeri,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Mixed-Traditional ,-,-,Aram,46.32,55.58,2700.0,Siaya,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kabiyet Market,60,140,50000.0,Nandi,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kilingili,44.44,57.89,20000.0,Vihiga,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,,Nakuru,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nakuru Wakulima,52.22, - ,6570.0,Nakuru,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Cheptiret - Uasin Gishu,70,75,3000.0,Uasin-Gishu,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Soko mpya,70,70.83,1250.0,Nyandarua,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kagio,44.44,60,,Kirinyaga,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Malindi Old Market,40,60,200.0,Kilifi,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Molo, - ,71.11,1100.0,Nakuru,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Nyamakima,70,90,,Nairobi,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Gikomba,68.89,85,,Nairobi,2023-08-21,Kg,AMIS,2023,August,2023-08,35
Dry Maize,White Maize,-,-,Kibiok,70,75,5000.0,Nandi,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Muhoroni,60,75,3500.0,Kisumu,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Lokichar,140,250,10000.0,Turkana,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mghange,50,70,3000.0,Taita-Taveta,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Kibuye, - ,100,,Kisumu,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Kibuye,61.11,80,,Kisumu,2023-08-20,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mbale,55.56,67.71,40000.0,Vihiga,2023-08-19,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Serem - Vihiga,50,56.52,9000.0,Vihiga,2023-08-19,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Rongo,46.67,51.34,9000.0,Migori,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Majengo Vihiga,55.56,67.57,18000.0,Vihiga,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Kericho Town,72.22,70,,Kericho,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Ngurubani Market,44.44,60,4000.0,Kirinyaga,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Makutano Kirinyaga,47.78,30,4000.0,Kirinyaga,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nyangusu,53.33,60,4500.0,Kisii,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Gakindu,57.78,72.73,1200.0,Nyeri,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Bungoma town,45.45,63.64,4000.0,Bungoma,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Bondo,50,75,14000.0,Siaya,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Bondo,60,75,21000.0,Siaya,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,,Nakuru,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,,Nakuru,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Gikomba,68.89,85,,Nairobi,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,50,70,900.0,Trans-Nzoia,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Voi Retail, - ,80,180.0,Taita-Taveta,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Soko mpya,70,70.83,1100.0,Nyandarua,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Molo, - ,71.11,1300.0,Nakuru,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nyansiongo,68.89,75,2700.0,Nyamira,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Chuka,58.89,80,9000.0,Tharaka-Nithi,2023-08-18,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Isebania Market, - ,60,50000.0,Migori,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nyeri open air,62.22,70,6300.0,Nyeri,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Kerugoya,55.56,85,4000.0,Kirinyaga,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Kitale Municipality Market,65,70,1800.0,Trans-Nzoia,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Flax,56,60,9000.0,Elgeyo-Marakwet,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Keroka,72.22,74.26,45200.0,Nyamira,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Mabera,48,52,5200.0,Migori,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mabera,48,52,5200.0,Migori,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mois Bridge,55.56,60,5000.0,Uasin-Gishu,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Malindi Old Market,40,60,200.0,Kilifi,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,,Nakuru,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,,Nakuru,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Busia Market,50,60,540.0,Busia,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Kimilili town,40,48,1000.0,Bungoma,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Cheptiret - Uasin Gishu,75,85,3000.0,Uasin-Gishu,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Kawangware,70,100,,Nairobi,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Kutus,58.89,29.15,1980.0,Kirinyaga,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nyamakima,70,100,,Nairobi,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Molo, - ,71.11,1100.0,Nakuru,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Gikomba,91.11,120,,Nairobi,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Gikomba,68.89,85,11000.0,Nairobi,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mbale,55.81,67.71,18000.0,Vihiga,2023-08-17,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Rongo,44.44,47.39,4500.0,Migori,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,77.78, - ,810.0,Nakuru,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nakuru Wakulima,53.33, - ,9000.0,Nakuru,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Ahero,70,75,6000.0,Kisumu,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Ahero,70,75,2900.0,Kisumu,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Serem - Nandi,50,54.17,15000.0,Nandi,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Miruka,45,60,27000.0,Nyamira,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Yellow Maize,-,-,Miruka, - ,75,900.0,Nyamira,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mowlem Market,47.78,50,13500.0,Trans-Nzoia,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Mwingi Town,61.11,65,5400.0,Kitui,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Embu Town,55.56,75,4000.0,Embu,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Nyamakima,70,100,,Nairobi,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,Mixed-Traditional ,-,-,Langas,70,80,2800.0,Uasin-Gishu,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Soko mpya,70,70.83,1250.0,Nyandarua,2023-08-16,Kg,AMIS,2023,August,2023-08,34
Dry Maize,White Maize,-,-,Chaka,55.56,75,,Nyeri,2023-08-16,Kg,AMIS,2023,August,2023-08,34
