County,Date,WholeSale,Commodity_Classification,Year_Week,WeekofYear
Uasin-Gishu,2025-02-19,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-19,37.78,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-19,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-20,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-20,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-20,42.22,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-20,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-20,37.31,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-21,48.33,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-21,40.0,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-22,48.33,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-22,37.9,Dry_White_Maize,2025-07,8
Uasin-Gishu,2025-02-24,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-24,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-24,40.0,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-24,40.0,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-25,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-25,37.9,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-27,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-27,40.0,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-28,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-28,48.33,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-28,38.46,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-02-28,40.0,Dry_White_Maize,2025-08,9
Uasin-Gishu,2025-03-05,48.33,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-05,40.0,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-06,48.33,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-06,48.33,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-06,38.46,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-06,40.0,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-07,40.65,Dry_White_Maize,2025-09,10
Uasin-Gishu,2025-03-10,48.33,Dry_White_Maize,2025-10,11
Uasin-Gishu,2025-03-10,39.56,Dry_White_Maize,2025-10,11
Uasin-Gishu,2025-03-13,48.33,Dry_White_Maize,2025-10,11
Nakuru,2025-03-13,39.56,Dry_White_Maize,2025-10,11
Uasin-Gishu,2025-03-17,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-17,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-17,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-17,48.44,Dry_White_Maize,2025-11,12
Nakuru,2025-03-17,43.95,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-17,48.44,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-18,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-18,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-18,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-18,48.33,Dry_White_Maize,2025-11,12
Nakuru,2025-03-18,45.05,Dry_White_Maize,2025-11,12
Nakuru,2025-03-18,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,46.11,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,45.05,Dry_White_Maize,2025-11,12
Nakuru,2025-03-19,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-19,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-20,46.11,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-20,46.11,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-20,48.44,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-20,48.44,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-21,46.11,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-21,46.11,Dry_White_Maize,2025-11,12
Nakuru,2025-03-21,45.05,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-21,48.44,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-22,46.67,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-22,48.33,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-22,46.7,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-22,48.44,Dry_White_Maize,2025-11,12
Uasin-Gishu,2025-03-24,48.33,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-24,48.44,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-25,48.33,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-25,48.44,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-27,48.33,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-27,50.0,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-27,48.44,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-27,48.44,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-28,50.0,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-03-28,48.44,Dry_White_Maize,2025-12,13
Uasin-Gishu,2025-04-01,51.11,Dry_White_Maize,2025-13,14
Mombasa,2025-04-01,47.22,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-01,43.95,Dry_White_Maize,2025-13,14
Mombasa,2025-04-01,47.22,Dry_White_Maize,2025-13,14
Mombasa,2025-04-01,47.22,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-03,46.11,Dry_White_Maize,2025-13,14
Nakuru,2025-04-04,44.44,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-05,43.95,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-05,43.95,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-05,43.95,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-05,43.95,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-05,43.95,Dry_White_Maize,2025-13,14
Uasin-Gishu,2025-04-07,42.3,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-07,42.3,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-08,46.11,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-09,45.55,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-10,41.75,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-10,41.75,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-12,46.11,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-12,41.75,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-12,41.75,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-12,45.55,Dry_White_Maize,2025-14,15
Uasin-Gishu,2025-04-15,46.11,Dry_White_Maize,2025-15,16
Bungoma,2025-04-15,46.77,Dry_White_Maize,2025-15,16
Uasin-Gishu,2025-04-16,41.75,Dry_White_Maize,2025-15,16
Uasin-Gishu,2025-04-17,45.55,Dry_White_Maize,2025-15,16
Uasin-Gishu,2025-04-17,46.11,Dry_White_Maize,2025-15,16
Uasin-Gishu,2025-04-22,45.55,Dry_White_Maize,2025-16,17
Uasin-Gishu,2025-04-22,46.11,Dry_White_Maize,2025-16,17
Bungoma,2025-04-23,46.67,Dry_White_Maize,2025-16,17
Uasin-Gishu,2025-04-25,46.11,Dry_White_Maize,2025-16,17
Uasin-Gishu,2025-04-26,45.56,Dry_White_Maize,2025-16,17
Uasin-Gishu,2025-04-28,46.11,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-04-29,45.56,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-04-30,46.11,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-05-02,45.46,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-05-02,45.6,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-05-02,45.6,Dry_White_Maize,2025-17,18
Uasin-Gishu,2025-05-04,46.15,Dry_White_Maize,2025-18,18
Uasin-Gishu,2025-05-04,46.15,Dry_White_Maize,2025-18,18
Uasin-Gishu,2025-05-04,46.15,Dry_White_Maize,2025-18,18
Uasin-Gishu,2025-05-05,46.67,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-05,46.15,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-05,46.66,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-07,47.8,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-07,47.8,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-08,50.0,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-08,48.89,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-08,47.8,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-08,48.89,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-09,47.8,Dry_White_Maize,2025-18,19
Uasin-Gishu,2025-05-11,50.0,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.9,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.9,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.89,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.9,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.89,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.9,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-11,48.9,Dry_White_Maize,2025-19,19
Uasin-Gishu,2025-05-12,50.0,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-12,50.0,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,50.54,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,51.11,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,51.11,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,50.0,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,49.4,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-14,50.0,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-15,50.54,Dry_White_Maize,2025-19,20
Uasin-Gishu,2025-05-20,51.11,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-20,51.11,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-20,51.11,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-20,51.11,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-21,51.11,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-21,50.0,Dry_White_Maize,2025-20,21
Uasin-Gishu,2025-05-28,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-05-28,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-05-28,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-05-28,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-05-28,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-05-30,52.22,Dry_White_Maize,2025-21,22
Uasin-Gishu,2025-06-03,51.11,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-03,51.11,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-04,51.11,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-04,51.11,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-05,26.0,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-07,51.11,Dry_White_Maize,2025-22,23
Uasin-Gishu,2025-06-09,51.11,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-10,51.11,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-10,51.11,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-10,51.11,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-12,51.11,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-12,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,46.7,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,46.7,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Uasin-Gishu,2025-06-13,50.0,Dry_White_Maize,2025-23,24
Machakos,2025-07-02,46.67,Dry_White_Maize,2025-26,27
Nairobi,2025-07-10,47.22,Dry_White_Maize,2025-27,28
Nairobi,2025-07-18,47.22,Dry_White_Maize,2025-28,29
Kiambu,2025-08-04,44.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-04,44.44,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,46.11,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,45.56,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,44.44,Dry_White_Maize,2025-31,32
Kirinyaga,2025-08-04,46.67,Dry_White_Maize,2025-31,32
Mombasa,2025-08-04,45.0,Dry_White_Maize,2025-31,32
Nairobi,2025-08-04,45.56,Dry_White_Maize,2025-31,32
Nairobi,2025-08-04,44.44,Dry_White_Maize,2025-31,32
Kajiado,2025-08-04,42.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-04,48.33,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,42.22,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,45.0,Dry_White_Maize,2025-31,32
Nairobi,2025-08-04,44.44,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-04,45.56,Dry_White_Maize,2025-31,32
Kiambu,2025-08-05,44.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-05,44.44,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-05,46.11,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-05,45.56,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-05,44.44,Dry_White_Maize,2025-31,32
Kirinyaga,2025-08-05,46.67,Dry_White_Maize,2025-31,32
Mombasa,2025-08-05,44.44,Dry_White_Maize,2025-31,32
Nairobi,2025-08-05,45.56,Dry_White_Maize,2025-31,32
Nairobi,2025-08-05,43.89,Dry_White_Maize,2025-31,32
Kajiado,2025-08-05,42.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-05,48.33,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-05,42.22,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-05,45.0,Dry_White_Maize,2025-31,32
Nairobi,2025-08-05,43.33,Dry_White_Maize,2025-31,32
Kiambu,2025-08-06,44.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-06,43.33,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-06,45.56,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-06,44.44,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-06,43.89,Dry_White_Maize,2025-31,32
Kirinyaga,2025-08-06,46.67,Dry_White_Maize,2025-31,32
Mombasa,2025-08-06,43.89,Dry_White_Maize,2025-31,32
Nairobi,2025-08-06,45.56,Dry_White_Maize,2025-31,32
Nairobi,2025-08-06,43.33,Dry_White_Maize,2025-31,32
Kajiado,2025-08-06,42.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-06,47.78,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-06,41.11,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-06,45.0,Dry_White_Maize,2025-31,32
Nairobi,2025-08-06,43.33,Dry_White_Maize,2025-31,32
Kiambu,2025-08-07,44.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-07,43.33,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-07,45.0,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-07,44.44,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-07,43.33,Dry_White_Maize,2025-31,32
Kirinyaga,2025-08-07,46.67,Dry_White_Maize,2025-31,32
Mombasa,2025-08-07,43.89,Dry_White_Maize,2025-31,32
Nairobi,2025-08-07,45.56,Dry_White_Maize,2025-31,32
Nairobi,2025-08-07,43.33,Dry_White_Maize,2025-31,32
Kajiado,2025-08-07,42.22,Dry_White_Maize,2025-31,32
Nairobi,2025-08-07,47.78,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-07,41.11,Dry_White_Maize,2025-31,32
Uasin-Gishu,2025-08-07,45.0,Dry_White_Maize,2025-31,32
Nairobi,2025-08-07,43.33,Dry_White_Maize,2025-31,32
Kiambu,2025-08-11,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-11,41.67,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-11,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-11,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-11,42.22,Dry_White_Maize,2025-32,33
Kajiado,2025-08-11,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-11,47.78,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-11,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-11,43.33,Dry_White_Maize,2025-32,33
Kiambu,2025-08-12,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-12,41.67,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-12,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-12,43.33,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-12,42.22,Dry_White_Maize,2025-32,33
Mombasa,2025-08-12,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-12,45.56,Dry_White_Maize,2025-32,33
Nairobi,2025-08-12,42.22,Dry_White_Maize,2025-32,33
Kajiado,2025-08-12,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-12,47.78,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-12,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-12,43.33,Dry_White_Maize,2025-32,33
Kiambu,2025-08-13,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-13,41.67,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-13,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-13,43.33,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-13,42.22,Dry_White_Maize,2025-32,33
Mombasa,2025-08-13,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-13,45.56,Dry_White_Maize,2025-32,33
Nairobi,2025-08-13,42.22,Dry_White_Maize,2025-32,33
Kajiado,2025-08-13,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-13,47.78,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-13,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-13,43.33,Dry_White_Maize,2025-32,33
Kiambu,2025-08-14,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-14,41.67,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,42.22,Dry_White_Maize,2025-32,33
Mombasa,2025-08-14,42.78,Dry_White_Maize,2025-32,33
Nairobi,2025-08-14,44.44,Dry_White_Maize,2025-32,33
Nairobi,2025-08-14,42.22,Dry_White_Maize,2025-32,33
Kajiado,2025-08-14,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-14,47.78,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,38.89,Dry_White_Maize,2025-32,33
Nairobi,2025-08-14,42.22,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,39.91,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-14,39.37,Dry_White_Maize,2025-32,33
Nairobi,2025-08-15,41.67,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-15,41.11,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-15,44.44,Dry_White_Maize,2025-32,33
Kiambu,2025-08-15,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-15,48.33,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-15,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-15,42.22,Dry_White_Maize,2025-32,33
Kajiado,2025-08-15,38.89,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-15,40.0,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-15,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-15,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-15,45.56,Dry_White_Maize,2025-32,33
Nairobi,2025-08-16,41.11,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-16,41.11,Dry_White_Maize,2025-32,33
Kiambu,2025-08-16,41.11,Dry_White_Maize,2025-32,33
Nairobi,2025-08-16,48.33,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-16,41.11,Dry_White_Maize,2025-32,33
Nairobi,2025-08-16,41.67,Dry_White_Maize,2025-32,33
Kajiado,2025-08-16,38.89,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-16,40.0,Dry_White_Maize,2025-32,33
Uasin-Gishu,2025-08-16,41.11,Dry_White_Maize,2025-32,33
Nairobi,2025-08-16,42.22,Dry_White_Maize,2025-32,33
Nairobi,2025-08-16,45.56,Dry_White_Maize,2025-32,33
Nairobi,2025-08-17,41.11,Dry_White_Maize,2025-33,33
Uasin-Gishu,2025-08-17,41.11,Dry_White_Maize,2025-33,33
Kiambu,2025-08-17,41.11,Dry_White_Maize,2025-33,33
Nairobi,2025-08-17,48.33,Dry_White_Maize,2025-33,33
Uasin-Gishu,2025-08-17,41.11,Dry_White_Maize,2025-33,33
Nairobi,2025-08-17,41.67,Dry_White_Maize,2025-33,33
Kajiado,2025-08-17,38.89,Dry_White_Maize,2025-33,33
Uasin-Gishu,2025-08-17,40.0,Dry_White_Maize,2025-33,33
Uasin-Gishu,2025-08-17,41.11,Dry_White_Maize,2025-33,33
Nairobi,2025-08-17,42.22,Dry_White_Maize,2025-33,33
Nairobi,2025-08-17,45.56,Dry_White_Maize,2025-33,33
Nairobi,2025-08-18,41.11,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-18,41.11,Dry_White_Maize,2025-33,34
Kiambu,2025-08-18,41.11,Dry_White_Maize,2025-33,34
Nairobi,2025-08-18,48.33,Dry_White_Maize,2025-33,34
Kajiado,2025-08-18,38.89,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-18,40.0,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-18,41.11,Dry_White_Maize,2025-33,34
Nairobi,2025-08-18,42.22,Dry_White_Maize,2025-33,34
Nairobi,2025-08-18,45.56,Dry_White_Maize,2025-33,34
Nairobi,2025-08-19,41.11,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-19,41.11,Dry_White_Maize,2025-33,34
Kiambu,2025-08-19,41.11,Dry_White_Maize,2025-33,34
Nairobi,2025-08-19,48.33,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-19,41.11,Dry_White_Maize,2025-33,34
Nairobi,2025-08-19,41.67,Dry_White_Maize,2025-33,34
Kajiado,2025-08-19,38.89,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-19,40.0,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-19,41.11,Dry_White_Maize,2025-33,34
Nairobi,2025-08-19,42.22,Dry_White_Maize,2025-33,34
Nairobi,2025-08-19,45.56,Dry_White_Maize,2025-33,34
Nairobi,2025-08-20,43.33,Dry_White_Maize,2025-33,34
Uasin-Gishu,2025-08-24,39.12,Dry_White_Maize,2025-34,34
Nairobi,2025-08-25,48.33,Dry_White_Maize,2025-34,35
Nairobi,2025-08-25,48.16,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-25,37.99,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-26,39.56,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-26,38.46,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-28,40.0,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-28,38.89,Dry_White_Maize,2025-34,35
Nairobi,2025-08-28,42.22,Dry_White_Maize,2025-34,35
Nairobi,2025-08-28,42.22,Dry_White_Maize,2025-34,35
Nairobi,2025-08-28,44.44,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-28,40.0,Dry_White_Maize,2025-34,35
Kiambu,2025-08-28,42.22,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-08-28,40.0,Dry_White_Maize,2025-34,35
Uasin-Gishu,2025-09-01,40.0,Dry_White_Maize,2025-35,36
Uasin-Gishu,2025-09-01,37.78,Dry_White_Maize,2025-35,36
Nairobi,2025-09-01,41.11,Dry_White_Maize,2025-35,36
Nairobi,2025-09-01,42.22,Dry_White_Maize,2025-35,36
Nairobi,2025-09-01,44.44,Dry_White_Maize,2025-35,36
Uasin-Gishu,2025-09-01,40.0,Dry_White_Maize,2025-35,36
Kiambu,2025-09-01,42.22,Dry_White_Maize,2025-35,36
Uasin-Gishu,2025-09-01,40.0,Dry_White_Maize,2025-35,36
Uasin-Gishu,2025-09-01,38.47,Dry_White_Maize,2025-35,36
Trans-Nzoia,2025-09-01,40.0,Dry_White_Maize,2025-35,36
Uasin-Gishu,2025-09-08,40.0,Dry_White_Maize,2025-36,37
Uasin-Gishu,2025-09-08,37.78,Dry_White_Maize,2025-36,37
Nairobi,2025-09-08,41.11,Dry_White_Maize,2025-36,37
Nairobi,2025-09-08,42.22,Dry_White_Maize,2025-36,37
Nairobi,2025-09-08,44.44,Dry_White_Maize,2025-36,37
Uasin-Gishu,2025-09-10,40.0,Dry_White_Maize,2025-36,37
Kiambu,2025-09-10,42.22,Dry_White_Maize,2025-36,37
Uasin-Gishu,2025-09-10,40.0,Dry_White_Maize,2025-36,37
Uasin-Gishu,2025-09-10,38.47,Dry_White_Maize,2025-36,37
Trans-Nzoia,2025-09-10,40.0,Dry_White_Maize,2025-36,37
Nairobi,2025-09-15,43.33,Dry_White_Maize,2025-37,38
Nairobi,2025-09-15,42.22,Dry_White_Maize,2025-37,38
Uasin-Gishu,2025-09-15,40.0,Dry_White_Maize,2025-37,38
Uasin-Gishu,2025-09-15,38.89,Dry_White_Maize,2025-37,38
Nairobi,2025-09-15,41.11,Dry_White_Maize,2025-37,38
Nairobi,2025-09-15,43.33,Dry_White_Maize,2025-37,38
Nairobi,2025-09-15,44.44,Dry_White_Maize,2025-37,38
Uasin-Gishu,2025-09-15,40.0,Dry_White_Maize,2025-37,38
