CONTACT_ID,INTERACTION_DATE,INTERACTION_TYPE,SUBSTANTIVE_INTERACTION,INTERACTION_SUMMARY,AUTHOR_NAME
181206504,2023-11-04,ThankView,0,Increasing Support,Brnaba Donaghy
181206504,2023-11-11,Email,0,Increasing Support,Brnaba Donaghy
181206504,2023-11-19,ThankView,0,Increasing Support,Brnaba Donaghy
181206504,2023-12-28,ThankView,0,Increasing Support,Brnaba Donaghy
181206504,2024-01-19,Email,0,Increasing Support,Brnaba Donaghy
181206504,2024-05-13,Mail,0,Increasing Support,Brnaba Donaghy
181206504,2024-06-12,Email,0,Increasing Support,Brnaba Donaghy
181206507,2023-08-02,Meeting - In Person,1,Increasing Support,Kipp Anespie
181206507,2023-09-12,Email,0,Increasing Support,Kipp Anespie
181206533,2023-12-23,Phone,0,Philanthropic Interests,Sabina Embury
181206561,2023-12-17,Phone,0,Philanthropic Interests,Alfreda Priddis
181206563,2024-05-04,Phone,0,Outreach,Cindy Bandt
181206564,2023-11-21,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181206593,2022-07-09,Email,0,Outreach,Sabina Embury
181206593,2022-09-28,Phone,0,Outreach,Sabina Embury
181206593,2022-12-09,Email,0,Outreach,Sabina Embury
181206593,2023-04-20,ThankView,0,Outreach,Sabina Embury
181206593,2023-06-30,Email,0,Outreach,Sabina Embury
181206593,2023-09-08,Phone,0,Outreach,Sabina Embury
181206593,2023-09-21,ThankView,0,Outreach,Sabina Embury
181206593,2023-11-15,Phone,0,Outreach,Sabina Embury
181206593,2023-12-03,Email,0,Outreach,Sabina Embury
181206593,2024-01-09,Mail,0,Outreach,Sabina Embury
181206593,2024-03-12,Email,0,Outreach,Sabina Embury
181206593,2024-06-30,Email,0,Outreach,Sabina Embury
181206602,2022-07-04,Mail,0,Thanking Donor for Contribution,Etienne Reiach
181206602,2023-10-21,Email,0,Philanthropic Interests,Etienne Reiach
181206602,2023-11-06,Phone,0,Concerns with Leadership,Etienne Reiach
181206602,2023-11-21,Email,0,Exploring Affinity,Etienne Reiach
181206607,2024-05-09,ThankView,0,Exploring Affinity,Leonerd Klausen
181206607,2024-05-27,ThankView,0,Philanthropic Interests,Leonerd Klausen
181206617,2022-07-26,Meeting - In Person,1,Checking In,Brnaba Donaghy
181206617,2022-07-31,ThankView,0,Checking In,Brnaba Donaghy
181206617,2022-10-13,Event,0,Checking In,Brnaba Donaghy
181206617,2023-06-03,Email,0,Checking In,Brnaba Donaghy
181206617,2023-07-08,Email,0,Checking In,Brnaba Donaghy
181206617,2023-09-21,Mail,0,Checking In,Brnaba Donaghy
181206617,2023-10-03,Email,0,Checking In,Brnaba Donaghy
181206617,2024-02-18,ThankView,0,Checking In,Brnaba Donaghy
181206617,2024-05-27,ThankView,0,Checking In,Brnaba Donaghy
181206617,2024-06-14,ThankView,0,Checking In,Brnaba Donaghy
181206627,2022-12-16,Email,0,Thanking Donor for Contribution,Cindy Bandt
181206627,2023-01-26,Meeting - In Person,1,Interest in Major Gift,Cindy Bandt
181206627,2023-04-01,Phone,0,Exploring Affinity,Cindy Bandt
181206627,2023-05-21,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181206627,2023-09-05,Phone,0,Exploring Affinity,Cindy Bandt
181206627,2023-09-26,Phone,0,Thanking Donor for Contribution,Cindy Bandt
181206627,2023-11-25,Email,0,Philanthropic Interests,Cindy Bandt
181206627,2024-03-30,Email,0,Philanthropic Interests,Cindy Bandt
181206627,2024-05-24,Email,0,Thanking Donor for Contribution,Cindy Bandt
181206627,2024-05-31,ThankView,0,Exploring Affinity,Cindy Bandt
181206629,2022-09-12,Text,0,Thanking Donor for Contribution,Sabina Embury
181206629,2023-09-05,Text,0,Exploring Affinity,Sabina Embury
181206629,2023-09-15,Meeting - In Person,1,Volunteering,Sabina Embury
181206629,2023-10-12,Mail,0,Philanthropic Interests,Sabina Embury
181206629,2023-10-28,Mail,0,Volunteering,Sabina Embury
181206629,2023-12-28,Text,0,Exploring Affinity,Sabina Embury
181206629,2024-02-15,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181206629,2024-03-03,Phone,0,Volunteering,Sabina Embury
181206634,2023-10-28,Email,0,Philanthropic Interests,Cindy Bandt
181206635,2023-02-28,Phone,0,Volunteering,Alfreda Priddis
181206639,2023-09-26,Email,0,Checking In,Sabina Embury
181206643,2022-06-04,Email,0,Outreach,Sabina Embury
181206643,2022-11-16,Email,0,Outreach,Sabina Embury
181206643,2023-08-10,ThankView,0,Outreach,Sabina Embury
181206643,2023-09-14,Text,0,Outreach,Sabina Embury
181206643,2023-10-15,Email,0,Outreach,Sabina Embury
181206651,2022-07-06,Email,0,Checking In,Cindy Bandt
181206651,2023-07-16,Meeting - In Person,1,Checking In,Cindy Bandt
181206651,2023-10-26,Email,0,Checking In,Cindy Bandt
181206651,2024-04-03,Email,0,Checking In,Cindy Bandt
181206668,2022-09-06,Text,0,Increasing Support,Cindy Bandt
181206668,2023-10-18,Email,0,Increasing Support,Cindy Bandt
181206668,2023-10-25,ThankView,0,Increasing Support,Cindy Bandt
181206668,2024-01-24,Email,0,Increasing Support,Cindy Bandt
181206673,2022-12-04,Phone,0,Philanthropic Interests,Reggie Egginson
181206673,2023-10-15,Meeting - In Person,1,Philanthropic Interests,Reggie Egginson
181206699,2023-09-07,Mail,0,Volunteering,Cindy Bandt
181206700,2023-10-06,Phone,0,Concerns with Leadership,Cindy Bandt
181206700,2024-02-20,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181206700,2024-02-23,Text,0,Exploring Affinity,Cindy Bandt
181206700,2024-05-18,Email,0,Philanthropic Interests,Cindy Bandt
181206700,2024-06-12,ThankView,0,Exploring Affinity,Cindy Bandt
181206718,2023-11-28,Email,0,Exploring Affinity,Sabina Embury
181206731,2024-06-05,Mail,0,Thanking Donor for Contribution,Sabina Embury
181206732,2022-12-19,Phone,0,Increasing Support,Sabina Embury
181206737,2022-07-19,Phone,0,Exploring Affinity,Cindy Bandt
181206737,2023-09-23,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181206737,2023-10-31,Email,0,Thanking Donor for Contribution,Cindy Bandt
181206737,2023-11-10,Meeting - In Person,1,Thanking Donor for Contribution,Cindy Bandt
181206743,2023-10-20,Mail,0,Concerns with Leadership,Kipp Anespie
181206767,2023-09-10,ThankView,0,Exploring Affinity,Cindy Bandt
181206767,2023-11-06,Email,0,Philanthropic Interests,Cindy Bandt
181206767,2023-11-26,Meeting - In Person,1,Thanking Donor for Contribution,Cindy Bandt
181206767,2024-05-31,Email,0,Exploring Affinity,Cindy Bandt
181206784,2023-02-27,Phone,0,Thanking Donor for Contribution,Brnaba Donaghy
181206797,2023-05-06,Email,0,Exploring Affinity,Sabina Embury
181206797,2024-01-14,Email,0,Thanking Donor for Contribution,Sabina Embury
181206798,2023-11-04,Email,0,Checking In,Cindy Bandt
181206824,2023-11-11,Mail,0,Increasing Support,Brnaba Donaghy
181206837,2022-10-08,Email,0,Exploring Affinity,Sabina Embury
181206839,2023-09-09,Email,0,Proposal Approved,Josefina Arp
181206839,2023-11-06,Mail,0,Proposal Approved,Josefina Arp
181206840,2023-02-19,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181206840,2023-11-02,Mail,0,Concerns with Leadership,Cindy Bandt
181206858,2023-03-06,Meeting - In Person,1,Volunteering,Cindy Bandt
181206858,2023-10-24,Phone,0,Exploring Affinity,Cindy Bandt
181206858,2023-10-30,Mail,0,Exploring Affinity,Cindy Bandt
181206858,2023-11-12,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181206869,2022-07-11,Email,0,Exploring Affinity,Sabina Embury
181206869,2022-12-13,Email,0,Thanking Donor for Contribution,Sabina Embury
181206869,2023-09-09,Phone,0,Thanking Donor for Contribution,Sabina Embury
181206869,2023-09-10,Phone,0,Thanking Donor for Contribution,Sabina Embury
181206869,2023-11-01,Email,0,Exploring Affinity,Sabina Embury
181206869,2023-11-09,Phone,0,Philanthropic Interests,Sabina Embury
181206869,2023-11-23,Email,0,Thanking Donor for Contribution,Sabina Embury
181206869,2024-01-03,Email,0,Thanking Donor for Contribution,Sabina Embury
181206869,2024-03-21,ThankView,0,Exploring Affinity,Sabina Embury
181206869,2024-06-04,Email,0,Exploring Affinity,Sabina Embury
181206876,2022-11-26,Meeting - In Person,1,Volunteering,Cindy Bandt
181206877,2023-10-09,Phone,0,Exploring Affinity,Cindy Bandt
181206877,2024-04-19,Email,0,Thanking Donor for Contribution,Cindy Bandt
181206897,2022-10-08,Email,0,Exploring Affinity,Sabina Embury
181206898,2023-07-29,Mail,0,Thanking Donor for Contribution,Sabina Embury
181206937,2022-06-25,Email,0,Philanthropic Interests,Sabina Embury
181206937,2023-03-04,Mail,0,Thanking Donor for Contribution,Sabina Embury
181206937,2023-11-05,Email,0,Thanking Donor for Contribution,Sabina Embury
181206937,2023-11-07,Email,0,Exploring Affinity,Sabina Embury
181206937,2023-11-26,Phone,0,Exploring Affinity,Sabina Embury
181206937,2023-12-09,Mail,0,Exploring Affinity,Sabina Embury
181206937,2023-12-21,Mail,0,Thanking Donor for Contribution,Sabina Embury
181206937,2024-02-08,Mail,0,Philanthropic Interests,Sabina Embury
181206937,2024-04-25,Email,0,Exploring Affinity,Sabina Embury
181206937,2024-05-31,Phone,0,Thanking Donor for Contribution,Sabina Embury
181206943,2023-06-16,Email,0,Interest in Major Gift,Lurleen Gownge
181206943,2023-10-01,Email,0,Thanking Donor for Contribution,Lurleen Gownge
181206943,2024-04-17,Email,0,Concerns with Leadership,Lurleen Gownge
181206943,2024-04-25,Mail,0,Thanking Donor for Contribution,Lurleen Gownge
181206943,2024-06-21,Phone,0,Thanking Donor for Contribution,Lurleen Gownge
181206944,2024-01-07,Phone,0,Checking In,Brnaby Misken
181206947,2022-12-27,ThankView,0,Volunteering,Sabina Embury
181206947,2023-01-14,Text,0,Thanking Donor for Contribution,Sabina Embury
181206947,2023-09-09,Mail,0,Thanking Donor for Contribution,Sabina Embury
181206947,2023-09-16,Phone,0,Exploring Affinity,Sabina Embury
181206947,2024-02-29,Email,0,Philanthropic Interests,Sabina Embury
181206954,2022-08-30,Email,0,Increasing Support,Cindy Bandt
181206954,2022-10-08,Email,0,Increasing Support,Cindy Bandt
181206954,2023-06-25,Phone,0,Increasing Support,Cindy Bandt
181206954,2023-09-16,Text,0,Increasing Support,Cindy Bandt
181206954,2023-10-01,Phone,1,Increasing Support,Cindy Bandt
181206966,2022-11-23,Email,0,Proposal Declined,Sabina Embury
181206966,2023-09-19,Mail,0,Proposal Approved,Sabina Embury
181206966,2023-10-02,Text,0,Proposal Approved,Sabina Embury
181206966,2024-01-05,Email,0,Proposal Approved,Sabina Embury
181206966,2024-06-02,ThankView,0,Proposal Approved,Sabina Embury
181206971,2022-07-18,Social Media,0,Exploring Affinity,Lurleen Gownge
181206971,2022-08-28,Mail,0,Thanking Donor for Contribution,Lurleen Gownge
181206971,2022-09-30,Phone,0,Thanking Donor for Contribution,Lurleen Gownge
181206971,2022-12-30,Email,0,Philanthropic Interests,Lurleen Gownge
181206971,2023-11-26,ThankView,0,Thanking Donor for Contribution,Lurleen Gownge
181206990,2023-01-28,Phone,0,Concerns with Leadership,Sabina Embury
181206990,2023-11-09,Email,0,Exploring Affinity,Sabina Embury
181207001,2023-09-15,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181207001,2023-10-08,Mail,0,Interest in Major Gift,Cindy Bandt
181207001,2023-11-29,Email,0,Philanthropic Interests,Cindy Bandt
181207001,2024-04-01,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181207001,2024-06-24,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181207007,2024-05-22,Email,0,Exploring Affinity,Cindy Bandt
181207014,2022-12-12,Mail,0,Interest in Major Gift,Cindy Bandt
181207014,2023-01-28,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207014,2023-05-25,Meeting - Virtual,1,Philanthropic Interests,Cindy Bandt
181207014,2023-07-17,Meeting - In Person,1,Thanking Donor for Contribution,Cindy Bandt
181207014,2023-10-12,ThankView,0,Volunteering,Cindy Bandt
181207014,2023-10-27,Phone,0,Interest in Major Gift,Cindy Bandt
181207014,2023-12-10,Email,0,Exploring Affinity,Cindy Bandt
181207014,2023-12-13,Mail,0,Exploring Affinity,Cindy Bandt
181207014,2024-04-01,ThankView,0,Exploring Affinity,Cindy Bandt
181207014,2024-06-01,ThankView,0,Concerns with Leadership,Cindy Bandt
181207022,2023-10-19,ThankView,0,Exploring Affinity,Sabina Embury
181207032,2022-08-04,Email,0,Philanthropic Interests,Leonerd Klausen
181207032,2023-10-24,Phone,0,Philanthropic Interests,Leonerd Klausen
181207032,2023-12-18,Event,0,Philanthropic Interests,Leonerd Klausen
181207032,2023-12-31,Meeting - In Person,1,Thanking Donor for Contribution,Leonerd Klausen
181207032,2024-04-14,Mail,0,Thanking Donor for Contribution,Leonerd Klausen
181207032,2024-05-22,Meeting - In Person,1,Exploring Affinity,Leonerd Klausen
181207032,2024-05-29,Email,0,Volunteering,Leonerd Klausen
181207032,2024-06-22,Text,0,Volunteering,Leonerd Klausen
181207049,2023-02-01,Phone,0,Checking In,Sabina Embury
181207049,2023-09-09,Email,0,Checking In,Sabina Embury
181207049,2023-10-02,Mail,0,Checking In,Sabina Embury
181207049,2024-01-05,Mail,0,Checking In,Sabina Embury
181207049,2024-01-21,ThankView,0,Checking In,Sabina Embury
181207049,2024-05-28,Email,0,Checking In,Sabina Embury
181207068,2022-07-27,Meeting - In Person,1,Increasing Support,Rodd Hanretty
181207068,2022-12-11,Mail,0,Increasing Support,Rodd Hanretty
181207068,2023-08-25,Email,0,Increasing Support,Rodd Hanretty
181207068,2023-12-19,Mail,0,Increasing Support,Rodd Hanretty
181207075,2022-07-24,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181207075,2023-06-15,ThankView,0,Exploring Affinity,Sabina Embury
181207075,2023-07-12,ThankView,0,Interest in Major Gift,Sabina Embury
181207075,2023-09-08,Mail,0,Thanking Donor for Contribution,Sabina Embury
181207075,2023-09-28,Email,0,Volunteering,Sabina Embury
181207075,2023-10-17,Mail,0,Concerns with Leadership,Sabina Embury
181207075,2023-11-17,Text,0,Thanking Donor for Contribution,Sabina Embury
181207075,2023-12-20,Phone,0,Concerns with Leadership,Sabina Embury
181207086,2022-10-07,Email,0,Checking In,Cindy Bandt
181207086,2022-11-12,Mail,0,Checking In,Cindy Bandt
181207086,2023-05-07,ThankView,0,Checking In,Cindy Bandt
181207086,2023-10-03,Email,0,Checking In,Cindy Bandt
181207086,2023-10-05,Mail,0,Checking In,Cindy Bandt
181207086,2023-10-10,ThankView,0,Checking In,Cindy Bandt
181207086,2023-10-31,Email,0,Checking In,Cindy Bandt
181207086,2024-01-15,Mail,0,Checking In,Cindy Bandt
181207086,2024-04-09,Mail,0,Checking In,Cindy Bandt
181207086,2024-06-04,Phone,0,Checking In,Cindy Bandt
181207095,2022-06-21,Email,0,Thanking Donor for Contribution,Sabina Embury
181207095,2022-08-17,Mail,0,Thanking Donor for Contribution,Sabina Embury
181207095,2022-08-28,Email,0,Exploring Affinity,Sabina Embury
181207095,2023-09-02,ThankView,0,Concerns with Leadership,Sabina Embury
181207095,2024-02-16,Phone,0,Philanthropic Interests,Sabina Embury
181207095,2024-03-21,Email,0,Exploring Affinity,Sabina Embury
181207095,2024-04-07,Mail,0,Exploring Affinity,Sabina Embury
181207095,2024-06-11,ThankView,0,Philanthropic Interests,Sabina Embury
181207097,2022-11-15,ThankView,0,Increasing Support,Cindy Bandt
181207099,2023-11-25,Text,0,Increasing Support,Reggie Egginson
181207103,2022-08-08,Phone,0,Proposal Approved,Kipp Anespie
181207103,2022-11-06,ThankView,0,Proposal Approved,Kipp Anespie
181207103,2023-11-15,Meeting - In Person,1,Proposal Declined,Kipp Anespie
181207103,2024-05-01,Email,0,Proposal Approved,Kipp Anespie
181207110,2023-04-13,ThankView,0,Philanthropic Interests,Sabina Embury
181207110,2023-09-16,Email,0,Philanthropic Interests,Sabina Embury
181207110,2023-09-20,Email,0,Thanking Donor for Contribution,Sabina Embury
181207110,2024-06-22,Email,0,Exploring Affinity,Sabina Embury
181207169,2023-10-17,Email,0,Checking In,Sabina Embury
181207208,2023-02-20,ThankView,0,Increasing Support,Cindy Bandt
181207208,2024-03-27,Email,0,Increasing Support,Cindy Bandt
181207228,2023-08-18,Email,0,Checking In,Rodd Hanretty
181207228,2023-09-24,Phone,0,Checking In,Rodd Hanretty
181207228,2023-12-05,Email,0,Checking In,Rodd Hanretty
181207228,2024-02-24,ThankView,0,Checking In,Rodd Hanretty
181207229,2024-05-18,Phone,0,Increasing Support,Rodd Hanretty
181207236,2023-10-02,Mail,0,Volunteering,Lurleen Gownge
181207236,2023-10-16,Email,0,Exploring Affinity,Lurleen Gownge
181207236,2023-11-10,Mail,0,Philanthropic Interests,Lurleen Gownge
181207236,2024-02-18,Email,0,Philanthropic Interests,Lurleen Gownge
181207318,2022-06-26,Meeting - In Person,1,Philanthropic Interests,Kipp Anespie
181207318,2022-07-23,Email,0,Volunteering,Kipp Anespie
181207318,2023-06-22,ThankView,0,Exploring Affinity,Kipp Anespie
181207318,2023-10-17,Meeting - In Person,1,Volunteering,Kipp Anespie
181207318,2023-11-17,Mail,0,Volunteering,Kipp Anespie
181207318,2023-12-27,ThankView,0,Exploring Affinity,Kipp Anespie
181207323,2022-09-18,Email,0,Increasing Support,Sabina Embury
181207323,2023-06-17,Email,0,Increasing Support,Sabina Embury
181207323,2023-09-01,Email,0,Increasing Support,Sabina Embury
181207323,2023-09-09,Email,0,Increasing Support,Sabina Embury
181207323,2023-09-15,Mail,0,Increasing Support,Sabina Embury
181207323,2023-10-28,Meeting - In Person,1,Increasing Support,Sabina Embury
181207323,2023-12-25,ThankView,0,Increasing Support,Sabina Embury
181207323,2024-04-05,ThankView,0,Increasing Support,Sabina Embury
181207372,2022-07-12,Email,0,Proposal Approved,Kipp Anespie
181207372,2022-10-28,Mail,0,Proposal Approved,Kipp Anespie
181207372,2023-02-06,Email,0,Proposal Approved,Kipp Anespie
181207372,2023-10-04,ThankView,0,Proposal Approved,Kipp Anespie
181207372,2023-10-10,Mail,0,Proposal Declined,Kipp Anespie
181207372,2023-10-17,Email,0,Proposal Approved,Kipp Anespie
181207372,2023-11-12,Mail,0,Proposal Declined,Kipp Anespie
181207372,2024-01-21,Mail,0,Proposal Approved,Kipp Anespie
181207384,2022-10-07,Email,0,Thanking Donor for Contribution,Brnaby Misken
181207384,2022-10-22,Mail,0,Philanthropic Interests,Brnaby Misken
181207384,2023-04-26,Mail,0,Volunteering,Brnaby Misken
181207384,2023-09-04,Mail,0,Thanking Donor for Contribution,Brnaby Misken
181207384,2023-09-13,Phone,0,Thanking Donor for Contribution,Brnaby Misken
181207384,2023-09-21,Mail,0,Volunteering,Brnaby Misken
181207384,2023-09-23,ThankView,0,Philanthropic Interests,Brnaby Misken
181207384,2023-10-17,Phone,0,Thanking Donor for Contribution,Brnaby Misken
181207384,2023-11-08,Phone,0,Philanthropic Interests,Brnaby Misken
181207384,2024-01-05,ThankView,0,Thanking Donor for Contribution,Brnaby Misken
181207401,2022-11-15,Email,0,Increasing Support,Sabina Embury
181207401,2023-01-26,Email,0,Increasing Support,Sabina Embury
181207401,2023-08-19,Email,0,Increasing Support,Sabina Embury
181207401,2023-10-05,Event,0,Increasing Support,Sabina Embury
181207401,2023-10-06,ThankView,0,Increasing Support,Sabina Embury
181207401,2023-10-11,Phone,0,Increasing Support,Sabina Embury
181207401,2023-11-06,Mail,0,Increasing Support,Sabina Embury
181207401,2023-11-21,ThankView,0,Increasing Support,Sabina Embury
181207401,2024-01-05,Mail,0,Increasing Support,Sabina Embury
181207401,2024-01-19,Email,0,Increasing Support,Sabina Embury
181207401,2024-01-29,Email,0,Increasing Support,Sabina Embury
181207401,2024-03-15,Phone,0,Increasing Support,Sabina Embury
181207410,2023-12-30,Email,0,Thanking Donor for Contribution,Kipp Anespie
181207412,2023-11-18,Event,0,Exploring Affinity,Cindy Bandt
181207455,2023-10-10,Phone,0,Philanthropic Interests,Reggie Egginson
181207455,2023-12-10,Phone,0,Philanthropic Interests,Reggie Egginson
181207464,2024-03-18,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207493,2023-09-11,ThankView,0,Philanthropic Interests,Leonerd Klausen
181207493,2023-10-07,Mail,0,Philanthropic Interests,Leonerd Klausen
181207493,2023-10-13,ThankView,0,Volunteering,Leonerd Klausen
181207493,2024-01-24,Email,0,Exploring Affinity,Leonerd Klausen
181207493,2024-03-12,Mail,0,Thanking Donor for Contribution,Leonerd Klausen
181207526,2023-09-17,ThankView,0,Exploring Affinity,Carmelina Simeon
181207554,2024-06-29,Mail,0,Proposal Approved,Josefina Arp
181207563,2023-12-23,Phone,0,Exploring Affinity,Cindy Bandt
181207574,2023-09-16,Mail,0,Increasing Support,Sabina Embury
181207574,2024-01-01,Email,0,Increasing Support,Sabina Embury
181207590,2023-11-27,Mail,0,Volunteering,Carmelina Simeon
181207592,2023-02-26,Text,0,Exploring Affinity,Sabina Embury
181207592,2023-09-21,Meeting - In Person,1,Exploring Affinity,Sabina Embury
181207592,2023-10-19,Mail,0,Interest in Major Gift,Sabina Embury
181207592,2023-10-28,ThankView,0,Philanthropic Interests,Sabina Embury
181207592,2023-11-02,Phone,0,Thanking Donor for Contribution,Sabina Embury
181207592,2023-12-01,Event,0,Thanking Donor for Contribution,Sabina Embury
181207592,2024-03-06,Mail,0,Thanking Donor for Contribution,Sabina Embury
181207592,2024-05-02,Meeting - In Person,1,Exploring Affinity,Sabina Embury
181207597,2023-10-21,Mail,0,Proposal Approved,Cindy Bandt
181207603,2022-08-07,ThankView,0,Philanthropic Interests,Kipp Anespie
181207617,2023-11-19,Email,0,Thanking Donor for Contribution,Carmelina Simeon
181207634,2022-06-24,Mail,0,Checking In,Brnaby Misken
181207634,2022-08-24,Mail,0,Checking In,Brnaby Misken
181207634,2022-08-26,Email,0,Checking In,Brnaby Misken
181207634,2022-11-07,Email,0,Checking In,Brnaby Misken
181207634,2023-10-17,Mail,0,Checking In,Brnaby Misken
181207634,2023-11-01,Mail,0,Checking In,Brnaby Misken
181207634,2023-11-03,Email,0,Checking In,Brnaby Misken
181207634,2024-03-06,ThankView,0,Checking In,Brnaby Misken
181207646,2022-07-04,Email,0,Checking In,Brnaby Misken
181207646,2022-09-08,Email,0,Checking In,Brnaby Misken
181207646,2022-11-28,Mail,0,Checking In,Brnaby Misken
181207646,2023-09-02,Phone,0,Checking In,Brnaby Misken
181207646,2023-09-03,Mail,0,Checking In,Brnaby Misken
181207646,2023-09-23,Meeting - In Person,1,Checking In,Brnaby Misken
181207646,2023-10-10,Mail,0,Checking In,Brnaby Misken
181207646,2023-11-06,Email,0,Checking In,Brnaby Misken
181207646,2024-03-31,Email,0,Checking In,Brnaby Misken
181207646,2024-05-26,Email,0,Checking In,Brnaby Misken
181207650,2022-07-29,Email,0,Proposal Declined,Kipp Anespie
181207697,2023-09-13,Email,0,Proposal Approved,Etienne Reiach
181207705,2024-02-04,Email,0,Exploring Affinity,Sabina Embury
181207706,2023-11-16,ThankView,0,Checking In,Josefina Arp
181207736,2023-11-10,Mail,0,Exploring Affinity,Cindy Bandt
181207787,2022-07-28,Phone,0,Increasing Support,Cindy Bandt
181207789,2023-04-02,Phone,0,Volunteering,Cindy Bandt
181207791,2022-12-11,Email,0,Philanthropic Interests,Alfreda Priddis
181207791,2022-12-21,Phone,0,Thanking Donor for Contribution,Alfreda Priddis
181207791,2022-12-22,Mail,0,Philanthropic Interests,Alfreda Priddis
181207791,2023-09-10,Phone,0,Thanking Donor for Contribution,Alfreda Priddis
181207791,2023-09-17,Email,0,Exploring Affinity,Alfreda Priddis
181207791,2023-10-27,Email,0,Thanking Donor for Contribution,Alfreda Priddis
181207791,2023-12-29,Email,0,Interest in Major Gift,Alfreda Priddis
181207791,2024-01-23,Email,0,Thanking Donor for Contribution,Alfreda Priddis
181207791,2024-03-01,Mail,0,Volunteering,Alfreda Priddis
181207791,2024-04-20,Email,0,Volunteering,Alfreda Priddis
181207791,2024-05-05,Email,0,Exploring Affinity,Alfreda Priddis
181207791,2024-06-01,Mail,0,Volunteering,Alfreda Priddis
181207798,2023-09-24,Meeting - In Person,1,Philanthropic Interests,Sabina Embury
181207804,2022-08-17,Mail,0,Thanking Donor for Contribution,Sabina Embury
181207804,2022-12-02,Phone,0,Thanking Donor for Contribution,Sabina Embury
181207804,2023-04-30,Email,0,Interest in Major Gift,Sabina Embury
181207804,2023-06-04,Mail,0,Thanking Donor for Contribution,Sabina Embury
181207804,2023-09-06,Email,0,Thanking Donor for Contribution,Sabina Embury
181207804,2023-09-08,Email,0,Philanthropic Interests,Sabina Embury
181207804,2023-09-12,Email,0,Exploring Affinity,Sabina Embury
181207804,2023-09-13,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181207804,2023-09-25,Email,0,Volunteering,Sabina Embury
181207804,2023-11-26,Phone,0,Thanking Donor for Contribution,Sabina Embury
181207804,2024-01-19,Phone,0,Thanking Donor for Contribution,Sabina Embury
181207804,2024-02-19,Phone,0,Concerns with Leadership,Sabina Embury
181207804,2024-04-16,Email,0,Exploring Affinity,Sabina Embury
181207804,2024-04-20,Email,0,Volunteering,Sabina Embury
181207804,2024-06-08,Phone,0,Exploring Affinity,Sabina Embury
181207815,2023-09-28,Email,0,Outreach,Leonerd Klausen
181207815,2023-09-30,ThankView,0,Outreach,Leonerd Klausen
181207815,2023-10-14,ThankView,0,Outreach,Leonerd Klausen
181207815,2023-11-04,Email,0,Outreach,Leonerd Klausen
181207815,2023-11-22,ThankView,0,Outreach,Leonerd Klausen
181207818,2023-11-06,Phone,0,Increasing Support,Sabina Embury
181207836,2023-09-02,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207836,2023-10-19,Mail,0,Philanthropic Interests,Cindy Bandt
181207840,2023-10-05,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181207857,2023-11-25,Email,0,Philanthropic Interests,Sabina Embury
181207871,2022-08-19,Email,0,Checking In,Libbie Coll
181207877,2022-07-06,Mail,0,Philanthropic Interests,Cindy Bandt
181207877,2023-10-02,ThankView,0,Interest in Major Gift,Cindy Bandt
181207889,2022-08-08,Phone,0,Interest in Major Gift,Cindy Bandt
181207889,2022-11-09,Mail,0,Exploring Affinity,Cindy Bandt
181207889,2022-12-21,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2023-01-21,Meeting - In Person,1,Volunteering,Cindy Bandt
181207889,2023-09-17,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2023-10-06,Mail,0,Exploring Affinity,Cindy Bandt
181207889,2024-01-01,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2024-01-12,Phone,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2024-03-26,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2024-04-25,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2024-06-05,Email,0,Thanking Donor for Contribution,Cindy Bandt
181207889,2024-06-25,Meeting - In Person,1,Exploring Affinity,Cindy Bandt
181207896,2023-05-12,Email,0,Thanking Donor for Contribution,Reggie Egginson
181207906,2023-11-20,Email,0,Increasing Support,Kipp Anespie
181207917,2024-03-24,Meeting - In Person,1,Increasing Support,Sabina Embury
181207950,2022-07-26,Email,0,Philanthropic Interests,Brnaba Donaghy
181207950,2023-06-30,ThankView,0,Philanthropic Interests,Brnaba Donaghy
181207950,2023-10-15,Email,0,Philanthropic Interests,Brnaba Donaghy
181207950,2023-11-23,Mail,0,Exploring Affinity,Brnaba Donaghy
