_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
1809,Family Time,2024-09-28,,10:30 AM,11:00 AM,Main Street,None,"Join us for stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers. <br /><br />Drop-in, registration is not required. This is a year-round program.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.                          <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31906&R=EVT31906,513395,31906,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-18T09:53:35Z
1810,Family Time,2024-09-28,,10:30 AM,11:00 AM,Cedarbrae,Auditorium (FCCR),"Join us Saturday mornings for stories, songs and rhymes for the whole family! For children with their parents or caregivers. Drop-in, Family<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. <br /><br />Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32486&R=EVT32486,516990,32486,00-Reading Programs & Storytimes,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-20T18:48:17Z
1811,Family Time,2024-09-28,,10:30 AM,11:00 AM,Richview,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31616&R=EVT31616,514701,31616,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:24:05Z
1812,Family Time,2024-09-28,,10:30 AM,11:00 AM,Lillian H. Smith,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers. Drop-in.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32672&R=EVT32672,517045,32672,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-20T20:14:09Z
1813,Family Time,2024-09-28,,10:30 AM,11:00 AM,Albert Campbell,None,"Enjoy stories, songs and rhymes for children ages five and under with their parents or caregivers.<br /><br />Drop in at the Children's Area.  Families are welcome to stay and play after the program.<br /><br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31696&R=EVT31696,513481,31696,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-18T16:03:57Z
1814,Builders Club,2024-09-28,,10:30 AM,11:30 AM,High Park,Community Room,"Do you like to build with LEGO, DUPLO, Feltro, Snap Circuits or KEVA? Join us every Saturday morning for some fun building challenges!<br /><br />All children welcome. Drop-in, no registration is required.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32649&R=EVT32649,516562,32649,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:14:05Z
1815,MS Word Basics for Kids,2024-09-28,,10:30 AM,12:00 PM,Maria A. Shchuka,Learning Centre,"This class is an introduction to Microsoft Word. Students will learn to use Tabs, Groups, and Commands as well as create, save, print, and delete Word documents, format text and use the style features. Basic keyboarding and mouse skills required.<br /><br /><br />For kids ages 8-12. Registration required.<br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515804&R=EVT515804,515804,0,00-Computer & Library Training,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-14T15:26:22Z
1816,Family Time,2024-09-28,,10:30 AM,11:30 AM,Scarborough Civic Centre,None,"Join us for a fun Family Time of stories, songs and rhymes! Enjoy a craft or activity afterwards, too.<br /><br />For children ages 5 and under with their parents or caregivers.<br /><br />Drop-in. No registration required. <br /><br />***<br />If your child lives with a disability and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32650&R=EVT32650,516603,32650,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:19:02Z
1817,Family Time,2024-09-28,,10:30 AM,11:00 AM,Don Mills,Auditorium,"Stories, songs, rhymes and activities for children 5 years and under with their parents or caregivers. <br /><br />Drop-in. No registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32583&R=EVT32583,515583,32583,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,All Children,None,None,None,None,None,None,None,None,2024-08-13T16:07:57Z
1818,Family Time,2024-09-28,,10:45 AM,11:15 AM,Queen/Saulter,None,"Join us for stories, songs, and activities! Drop-in, no registration required.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31648&R=EVT31648,502453,31648,01-Ready for Reading Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-04-26T17:37:45Z
1819,Family Time,2024-09-28,,11:00 AM,11:30 AM,Albion,Auditorium,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers. Older siblings are welcome!<br /><br />Drop-in; no registration required.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />Storytime on August 10, 2024 is CANCELLED.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31867&R=EVT31867,515091,31867,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-08T11:23:37Z
1820,Family Movies,2024-09-28,,11:00 AM,1:00 PM,Cliffcrest,None,"Join us for a family friendly movie every other Saturday.  Drop in.  All ages are welcome.  For more information, please contact:  Cliffcrest Library 416-396-8916<br /><br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32688&R=EVT32688,517246,32688,00-Culture Arts & Entertainment,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-21T14:59:23Z
1821,Travel Talk: Southern Japan,2024-09-28,,11:00 AM,12:00 PM,North York Central Library,Room 101,"Southern Japan is a great place to travel in the spring time because of its warm weather, beautiful coastline scenery, interesting historical architecture, and very good food of all kinds. Experienced travel talk presenter Chris Myers will show you photos and provide stories from his trip with his wife in April 2024. It includes their visits to Tokyo, Osaka, Kyoto, Takayama, Kanazawa, Hiroshima, and the island of Miyajima.<br /><br />This program is for adults. Drop in. No registration is required. Room 101.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514453&R=EVT514453,514453,0,00-Culture Arts & Entertainment,00-Author Talks & Lectures,None,Adult,Older Adult,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/D7294C66AAD747858617429B9D310F90/img/103C38020D604B3C910FED5B73AC81E4/japan_travel_program_photo_trees_and_mountains_103C38020D604B3C910FED5B73AC81E4.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/D7294C66AAD747858617429B9D310F90/img/71FD41FEA8A543A595CD6BD09EEF0820/japan_travel_program_photo_trees_and_mountains_71FD41FEA8A543A595CD6BD09EEF0820.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/D7294C66AAD747858617429B9D310F90/img/895F7614619F4ECC95A3587D97507555/japan_travel_program_photo_trees_and_mountains_895F7614619F4ECC95A3587D97507555.jpg""}",2024-08-09T12:57:34Z
1822,Family Time,2024-09-28,,11:00 AM,11:30 AM,Jones,None,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers. Older siblings are welcome! <br /><br />Drop-in; no registration required.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32361&R=EVT32361,514234,32361,00-Reading Programs & Storytimes,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-07-26T14:23:41Z
1823,Film Photography Neighbourhood Walk,2024-09-28,,11:00 AM,1:00 PM,Mount Dennis,None,Take pictures on 35mm cameras to photograph the Mount Dennis neighborhood. This program is part of the TAC's Artist in the Library Program.  It will be run by Eva Kolcze and Jessica Thalmann. Registration is limited on Eventbrite.,https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516803&R=EVT516803,516803,0,01-Artists in the Library,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-20T11:48:38Z
1824,Family Story Time,2024-09-28,,11:00 AM,11:30 AM,Dufferin/St. Clair,None,"Join us for Family Story Time. Enjoy songs, stories, rhymes and bounces for children ages 0-5. <br />Drop-in. No registration required. Space is limited.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32443&R=EVT32443,513237,32443,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-17T13:19:04Z
1825,Saturday Family Club,2024-09-28,,11:30 AM,12:30 PM,Port Union,Multipurpose Room,"Come celebrate your Saturday morning at Port Union Library!  You can color your favorite characters or create freestyle Legos with family and friends!  This is a drop in program but limited to a room capacity of 20 participants.  Arrive early to secure your spot.  No registration required. <br /><br />If you identify as a person with a disability or a person who is Deaf, and require this information in an accessible format, or an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 or use the online form at tpl.ca/accessibility to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31791&R=EVT31791,512773,31791,00-Hobbies Crafts & Games,None,None,All Ages,None,None,None,None,None,None,None,None,None,2024-07-10T16:03:06Z
1826,Henna Art Workshop,2024-09-28,,1:00 PM,3:00 PM,Goldhawk Park,None,"Discover the art of henna, decorative designs which are created on a person's body, using a paste of natural organic henna.  Observe and enjoy the henna application and learn about its history, recipe and traditions.  Led by Henna Artist, Hina Yasir.<br /><br />This program is for ages 8+.<br /><br />Space is limited. Registration required.<br />Please visit in-branch or call us at 416-396-8964.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT512528&R=EVT512528,512528,0,01-Culture Days,00-Culture Arts & Entertainment,None,School-Age Children,Teen,Adult,None,None,None,None,None,None,None,2024-08-13T11:32:17Z
1827,Excel Basics 2: Do More with your Data,2024-09-28,,1:00 PM,2:30 PM,Barbara Frum,None,"An introductory class on Microsoft Excel for beginners with little or no Excel experience. Build on your basic Microsoft Excel skills and learn to use Excel data effectively.<br /><br />In this second session you will:<br />- Practice data entry and formatting<br />- Manipulate rows and columns<br />- Create and copy simple formulas<br />- Convert data to a Table then sort and filter<br />- Create your first chart<br /><br />Registration is required! Please visit any branch or call 416-395-5440.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515162&R=EVT515162,515162,0,00-Computer & Library Training,None,None,Adult,Older Adult,None,None,None,https://www.torontopubliclibrary.ca/images/bibs/LC/no-image-class.svg,None,250,197,None,2024-08-13T17:35:12Z
1828,LEGOÂ® Free Play,2024-09-28,,1:00 PM,4:00 PM,St. Lawrence,None,"Do you love to build and create? Check out St. LawrenceÂs LEGOÂ® program! Have fun, meet friends, and build something awesome.<br /><br />For children ages 4 and up. Building toys for younger children also available.<br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32109&R=EVT32109,517366,32109,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-21T16:44:20Z
1829,Cedarbrae Book Club,2024-09-28,,2:00 PM,3:30 PM,Cedarbrae,None,"Join our monthly Book Club to discuss literature over tea and cookies! We meet every month to discuss a new book selected by the library. If you're looking for good reads and stimulating discussion, this is the group for you! Registration required. Register in person or by calling the branch at 416-396-8850.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32559&R=EVT32559,515328,32559,00-Book Clubs & Writers Groups,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-08-12T09:24:44Z
1830,Chess Club,2024-09-28,,2:00 PM,4:30 PM,Runnymede,Program Room,"Drop-in for a friendly game of chess. Sets are provided. No registration is required.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31632&R=EVT31632,502279,31632,00-Hobbies Crafts & Games,None,None,Adult,Older Adult,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/31B34B96AFBA4B6DB458E2021DB2C004/Chess_Events_image_600x740_31B34B96AFBA4B6DB458E2021DB2C004.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/A99B14393E4E42599473C70B8CADB5C5/Chess_Events_image_600x740_A99B14393E4E42599473C70B8CADB5C5.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/B4C73D368F654348B10C26B800BE7F63/Chess_Events_image_600x740_B4C73D368F654348B10C26B800BE7F63.jpg""}",2024-06-07T14:54:10Z
1831,Jam in the library!,2024-09-28,,2:00 PM,3:30 PM,Maria A. Shchuka,None,"Bring your guitar, acoustic instrument or voice to the library for a fun and casual jam session. Whether you're a seasoned musician or just starting to learn to, everyone is welcome to join the jam! We promise we won't shush you! Snacks, and lyric sheets with guitar chords will be provided. <br />To register, or for more information, please call Maria A. Shchuka Library at 416-394-1000.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515152&R=EVT515152,515152,0,00-Culture Arts & Entertainment,00-Hobbies Crafts & Games,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-13T18:52:41Z
1832,"Music for Everyone, Music for the Heart",2024-09-28,,2:00 PM,2:50 PM,Forest Hill,None,"Join us in welcoming opera singer Alejandra Ballon.  Using the unique acoustics of Forest Hill branch, she will preform a high quality set for all attendees.<br /><br />This is an adult oriented performance, though all ages are welcome.  Registration required.<br /><br />If you, or your child, identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in a program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT513874&R=EVT513874,513874,0,00-Culture Arts & Entertainment,None,None,Adult,All Ages,None,None,None,None,None,None,None,None,2024-08-21T17:11:47Z
1833,Snap Circuits,2024-09-28,,2:00 PM,2:00 PM,Weston,None,"Calling all families!<br /><br />Saturdays, September 14, 21 and 28, families can explore a Snap Circuits kit together at Weston Branch. Have fun, build exciting projects and learn about electronics.<br /><br />Drop-in. No registration required. Limited supplies.<br /><br />For Ages 5+ with a parent or caregiver.<br /><br />The program will be held downstairs in the Childrens Department.<br /><br />Pick up the Snap Circuits Kits at the Childrens Reference Desk.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32704&R=EVT32704,517470,32704,00-Science & Technology,None,None,School-Age Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/1756C243A9024843B6EEF16E8892E78A/snap_1756C243A9024843B6EEF16E8892E78A.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/1EBD95BC12E24609AC3B6356C07CC312/snap_1EBD95BC12E24609AC3B6356C07CC312.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/CA129E14B4E44359BF5137F6C2C41909/snap_CA129E14B4E44359BF5137F6C2C41909.jpg""}",2024-08-21T20:06:09Z
1834,Tech Petting Zoo,2024-09-28,,2:00 PM,3:00 PM,Danforth/Coxwell,Program Room,"We'll explore Snap Circuits, Dash and Dot Robots, and Makey Makey.<br />For ages 5-12. Space is limited. First come, first serve.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515171&R=EVT515171,515171,0,00-Science & Technology,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-09T10:31:19Z
1835,True Crime Club,2024-09-28,,2:00 PM,3:00 PM,North York Central Library,Room 2/3,"Dive into the world of true crime with fellow enthusiasts as we explore real-life mysteries, investigations, and infamous cases. Investigate the case on your own using books, podcasts, or documentaries and then join us at the end of the month as we share findings, theories and insights in a respectful and engaging discussion. Whether you're a seasoned sleuth or a curious newcomer, our club offers a safe space to unravel the mysteries of the criminal mind. <br /><br />For September, we will be investigating ""The Highway of Tears"" by Jessica McDiarmid, a poignant account of the Indigenous women and girls who have vanished or been murdered along British Columbia's notorious Highway 16. This powerful book sheds light on the heartbreaking stories behind the statistics, revealing a national crisis of violence and systemic neglect. Limited copies of the book and discussion guides are available at the 5th floor desk. Reading is encourage but not required. Everyone is welcome.<br /><br />Sign up for an email reminder here: https://www.eventbrite.ca/e/true-crime-club-tickets-856439923867?aff=oddtdtcreator<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32066&R=EVT32066,515173,32066,00-Book Clubs & Writers Groups,00-Culture Arts & Entertainment,00-Hobbies Crafts & Games,Adult,None,None,None,None,None,None,None,None,None,2024-08-09T11:08:57Z
1836,Talk About Books,2024-09-28,,2:00 PM,3:00 PM,Parliament Street,Story Room,Join library staff who love to talk about books for a chat about<br />recommended reads for the autumn.<br /><br />Discover some great new reads and share your favourites. <br /><br />Drop-in. For more information please visit Parliament Street branch or call 416-393-7663.<br /><br /><br />,https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514935&R=EVT514935,514935,0,00-Book Clubs & Writers Groups,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-06T12:59:45Z
1837,**FULL** PowerPoint Basics 3: Add Visual Style to your Presentation,2024-09-28,,2:00 PM,3:30 PM,North York Central Library,Learning Centre,"Create a more sophisticated PowerPoint 2019 presentation with more advanced features.  <br /><br />In this session you will learn to:<br />- Crop pictures, add picture borders and add picture effects.  <br />- Align and distribute objects. <br />- Insert and edit SmartArt graphics.<br />- Animate objects.  <br />- Edit a theme.  <br /><br />Upon completion of this class, students will be able to enhance their PowerPoint presentations with audiovisual elements and speaker notes.<br /><br /><b>Prerequisites: PowerPoint Basics Part 1 and 2 or equivalent experience. Keyboarding and mouse skills required.</b><br /><br /><b>Registration is required. Registration is now full. Please contact the Browsery Department at 416-395-5672, or visit the 1st floor reference desk, to be added to the waitlist.</b>",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515451&R=EVT515451,515451,0,00-Computer & Library Training,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-08-19T18:56:53Z
1838,Artist in the Library -  Zine Making Workshop Series,2024-09-28,,2:00 PM,3:30 PM,Albert Campbell,Auditorium,"""Based on Artist book ÂA LunchboxÂ by Dandan and Zi,<br />each participant is encouraged to bring one object that is meaningful to them or their family, then develop a 8-page zine using the taught techniques (collage, printmaking, bookbinding, etc). Artisit in residence Zi will set up a blockprinting station for everyone to work on their zine art project			<br /><br />Registration required. To register, please call 416-396-8900 or speak to staff at the library.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32671&R=EVT32671,517024,32671,01-Artists in the Library,00-Culture Arts & Entertainment,None,Adult,Older Adult,Teen,None,None,None,None,None,None,None,2024-08-20T18:56:27Z
1839,STEM Saturdays,2024-09-28,,2:00 PM,3:00 PM,Bloor/Gladstone,None,"Each week, come in for a fun science surprise as we explore Science, Technology, Engineering, and Math through coding, circuitry, robotics and more! <br /><br />No registration required, space is limited. The activities are not announced ahead of time, they will be a surprise!<br /><br />THERE WILL NOT BE STEM SATURDAY ON August 31.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31859&R=EVT31859,504994,31859,00-After School,00-Science & Technology,None,All Children,School-Age Children,Pre-School Children,None,None,None,None,None,None,None,2024-07-03T11:38:50Z
1840,Creating Digital Storybooks with Scratch Jr for Parents and Kids,2024-09-28,,2:00 PM,3:00 PM,Deer Park,Program Room - 2nd Floor,"In this class, kids will partner with their parent or guardian to code and create a simple digital storybook using the Scratch Jr app on the iPad. Only one ticket necessary for each Parent and child team.<br /><br />iPads will be provided for this class<br /><br />Registration will open 2 weeks prior to the date of the program at 9 am.  To register, please click the link below.<br /><br />Toronto Public Library is committed to accessibility. Please call or email us if you are Deaf or have a disability and would like to request accommodation to participate in this program. Please let us know as far in advance as possible and we will do our best to meet your request. At least three weeks' notice is preferred. Phone 416-393-7099 or email accessibleservices@tpl.ca.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT515007&R=EVT515007,515007,0,00-Computer & Library Training,01-Pop-Up Learning Labs,None,School-Age Children,None,None,https://www.eventbrite.ca/e/956031715597?aff=oddtdtcreator,Click Here to Register via Eventbrite,None,None,None,None,None,2024-08-07T10:26:22Z
1841,Word Basics 1,2024-09-28,,2:00 PM,3:30 PM,Lillian H. Smith,Learning Centre,"An introductory class on Microsoft Word 2019 for absolute beginners.<br /><br />In this first session you will:<br />- Understand how to use Word?s Tabs, Groups, and Commands<br />- Create, save, print and delete Word documents<br />- Practice basic text formatting and style features<br /><br />Upon completion of this class students will be able to use Word at a basic level.<br /><br />Pre-requisites: Basic keyboarding and mouse skills required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514002&R=EVT514002,514002,0,00-Computer & Library Training,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-07-23T17:37:08Z
1842,Lego to the Library,2024-09-28,,2:30 PM,3:30 PM,Dawes Road,None,"Have fun free style building with LEGO and for younger builders -- Megablocks.<br /><br />Drop-in. No registration required.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32208&R=EVT32208,516178,32208,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-16T10:35:40Z
1843,Get F.R.E.S.H. at the Library: Movie Saturdays,2024-09-28,,2:30 PM,4:30 PM,Toronto Reference Library,Discussion Room,"Come and join the F.R.E.S.H. group for a Saturday screening of popular movies. 2:30 to 4:30 P.M. every Saturday.<br /><br />We'll be playing the following films:<br /><ul><li>Saturday, September 7 - Superbad</li><li>Saturday, September 14 - And Justice For All</li><li>Saturday, September 21 - Midnight Run</li><li>Saturday, September 28 - 50 First Dates</li></ul><br />Drop-ins are welcome.<br /><br />This program is in collaboration with <a href=""https://gersteincentre.org/wellness-and-recovery/f-r-e-s-h/"">Gerstein Crisis Centre's F.R.E.S.H.</a> initiative.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32569&R=EVT32569,515437,32569,00-Health & Wellness,None,None,Adult,Teen,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/3141B9668F7840A9B2D43991EF892657/movie_3141B9668F7840A9B2D43991EF892657.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/5DAE04C269334A53A2C403413DF8E15A/movie_5DAE04C269334A53A2C403413DF8E15A.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/794877B5311B42DD9EF326D1970F719D/movie_794877B5311B42DD9EF326D1970F719D.jpg""}",2024-08-12T15:45:41Z
1844,Lego Club,2024-09-29,,2:00 PM,3:00 PM,Agincourt,Program Room,"Each week, come in for a fun STEM experience!  Drop in. No registration required.  For ages 6-12.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32643&R=EVT32643,516434,32643,00-Hobbies Crafts & Games,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-17T12:49:19Z
