population,scenario,site,planting_date
p_364,2,1,
p_365,2,1,
p_366,2,1,
p_367,2,1,
p_368,2,1,
p_369,2,1,
p_370,2,1,
p_371,2,1,
p_372,2,1,
p_373,2,1,
p_374,2,1,
p_375,2,1,
p_376,2,1,
p_377,2,1,
p_378,2,1,
p_379,2,1,
p_380,2,1,
p_381,2,1,
p_382,2,1,
p_383,2,1,
p_384,2,1,
p_385,2,1,
p_386,2,1,
p_387,2,1,
p_388,2,1,
p_389,2,1,
p_390,2,1,
p_391,2,1,
p_392,2,1,
p_393,2,1,
p_394,2,1,
p_395,2,1,
p_396,2,1,
p_397,2,1,
p_398,2,1,
p_399,2,1,
p_400,2,1,
p_401,2,1,
p_402,2,1,
p_403,2,1,
p_404,2,1,
p_405,2,1,
p_406,2,0,
p_407,2,0,
p_408,2,0,
p_409,2,0,
p_410,2,0,
p_411,2,0,
p_412,2,0,
p_413,2,0,
p_414,2,0,
p_415,2,0,
p_416,2,0,
p_417,2,0,
p_418,2,0,
p_419,2,0,
p_420,2,0,
p_421,2,0,
p_422,2,0,
p_423,2,0,
p_424,2,0,
p_425,2,0,
p_426,2,0,
p_427,2,0,
p_428,2,0,
p_429,2,0,
p_430,2,0,
p_431,2,0,
p_432,2,0,
p_433,2,0,
p_434,2,0,
p_435,2,0,
p_436,2,0,
p_437,2,0,
p_438,2,0,
p_439,2,0,
p_440,2,0,
p_441,2,0,
p_442,2,0,
p_443,2,0,
p_444,2,0,
p_445,2,0,
p_446,2,0,
p_447,2,0,
p_448,2,0,
p_449,2,0,
p_450,2,0,
p_451,2,0,
p_452,2,0,
p_453,2,0,
p_454,2,0,
p_455,2,0,
p_456,2,0,
p_457,2,0,
p_458,2,0,
p_459,2,0,
p_460,2,0,
p_461,2,0,
p_462,2,0,
p_463,2,0,
p_464,2,0,
p_465,2,0,
p_466,2,0,
p_467,2,0,
p_468,2,0,
p_469,2,0,
p_470,2,0,
p_471,2,0,
p_472,2,0,
p_473,2,0,
p_474,2,0,
p_475,2,0,
p_476,2,0,
p_477,2,0,
p_478,2,0,
p_479,2,0,
p_480,2,0,
p_481,2,0,
p_482,2,0,
p_483,2,0,
p_484,2,0,
p_485,2,0,
p_486,2,0,
p_487,2,0,
p_488,2,0,
p_489,2,0,
p_490,2,0,
p_491,2,0,
p_492,2,0,
p_493,2,0,
p_494,2,0,
p_495,2,0,
p_496,2,0,
p_497,2,0,
p_498,2,0,
p_499,2,0,
p_500,2,0,
p_501,2,0,
p_502,2,0,
p_503,2,0,
p_504,2,0,
p_505,2,0,
p_506,2,0,
p_507,2,0,
p_508,2,0,
p_509,2,0,
p_510,2,0,
p_511,2,0,
p_512,2,0,
p_513,2,0,
p_514,2,0,
p_515,2,1,
p_516,2,1,
p_517,2,1,
p_518,2,1,
p_519,2,1,
p_520,2,1,
p_521,2,1,
p_522,2,1,
p_523,2,1,
p_524,2,1,
p_525,2,1,
p_526,2,1,
p_527,2,1,
p_528,2,1,
p_529,2,1,
p_530,2,1,
p_531,2,1,
p_532,2,1,
p_533,2,1,
p_534,2,1,
p_535,2,1,
p_536,2,1,
p_537,2,1,
p_538,2,1,
p_539,2,1,
p_540,2,1,
p_541,2,1,
p_542,2,1,
p_543,2,1,
p_544,2,1,
p_545,2,1,
p_546,2,1,
p_547,2,1,
p_548,2,1,
p_549,2,1,
p_550,2,1,
p_551,2,1,
p_552,2,1,
p_553,2,1,
p_554,2,1,
p_555,2,1,
p_556,2,1,
p_557,2,1,
p_558,2,1,
p_559,2,1,
p_560,2,1,
p_561,2,1,
p_562,2,1,
p_563,2,1,
p_564,2,1,
p_565,2,1,
p_566,2,1,
p_567,2,1,
p_568,2,1,
p_569,2,1,
p_570,2,1,
p_571,2,1,
p_572,2,1,
p_573,2,1,
p_574,2,1,
p_575,2,1,
p_576,2,1,
p_577,2,1,
p_578,2,1,
p_579,2,1,
p_580,2,1,
p_581,2,1,
p_582,2,1,
p_583,2,1,
p_584,2,1,
p_585,2,1,
p_586,2,1,
p_587,2,1,
p_588,2,1,
p_589,2,1,
p_590,2,1,
p_591,2,1,
p_592,2,1,
p_593,2,1,
p_594,2,1,
p_595,2,1,
p_596,2,1,
p_597,2,1,
p_598,2,1,
p_599,2,1,
p_600,2,1,
p_601,2,1,
p_602,2,1,
p_603,2,1,
p_604,2,1,
p_605,2,1,
p_606,2,1,
p_607,2,1,
p_608,2,1,
p_609,2,0,
p_610,2,0,
p_611,2,0,
p_612,2,0,
p_613,2,0,
p_614,2,0,
p_615,2,0,
p_616,2,0,
p_617,2,0,
p_618,2,0,
p_619,2,0,
p_620,2,0,
p_621,2,0,
p_622,2,0,
p_623,2,0,
p_624,2,0,
p_625,2,0,
p_626,2,0,
p_627,2,0,
p_628,2,0,
p_629,2,0,
p_630,2,0,
p_631,2,0,
p_632,2,0,
p_633,2,0,
p_634,2,0,
p_635,2,0,
p_636,2,0,
p_637,2,0,
p_638,2,0,
p_639,2,0,
p_640,2,0,
p_641,2,0,
p_642,2,0,
p_643,2,0,
p_644,2,0,
p_645,2,0,
p_646,2,0,
p_647,2,0,
p_648,2,0,
p_649,2,0,
p_650,2,0,
p_651,2,0,
p_652,2,0,
p_653,2,0,
p_654,2,0,
p_655,2,0,
p_656,2,0,
p_657,2,0,
p_658,2,0,
p_659,2,0,
p_660,2,0,
p_661,2,0,
p_662,2,0,
p_663,2,0,
p_664,2,0,
p_665,2,0,
p_666,2,1,
p_667,2,1,
p_668,2,1,
p_669,2,1,
p_670,2,1,
p_671,2,1,
p_672,2,1,
p_673,2,1,
p_674,2,1,
p_675,2,1,
p_676,2,1,
p_677,2,1,
p_678,2,1,
p_679,2,1,
p_680,2,1,
p_681,2,1,
p_682,2,1,
p_683,2,1,
p_684,2,1,
p_685,2,1,
p_686,2,1,
p_687,2,1,
p_688,2,1,
p_689,2,1,
p_690,2,1,
p_691,2,1,
p_692,2,1,
p_693,2,1,
p_694,2,1,
p_695,2,1,
p_696,2,1,
p_697,2,1,
p_698,2,1,
p_699,2,1,
p_700,2,1,
p_701,2,1,
p_702,2,1,
p_703,2,1,
p_704,2,1,
p_705,2,1,
p_706,2,1,
p_707,2,1,
p_708,2,1,
p_709,2,0,
p_710,2,0,
p_711,2,0,
p_712,2,0,
p_713,2,0,
p_714,2,0,
p_715,2,0,
p_716,2,0,
p_717,2,0,
p_718,2,0,
p_719,2,0,
p_720,2,0,
p_721,2,0,
p_722,2,0,
p_723,2,0,
p_724,2,0,
p_725,2,0,
p_726,2,0,
p_727,2,0,
p_728,2,1,
p_729,2,1,
p_730,2,1,
p_731,2,1,
p_732,2,1,
p_733,2,1,
p_734,2,1,
p_735,2,1,
p_736,2,1,
p_737,2,1,
p_738,2,1,
p_739,2,1,
p_740,2,1,
p_741,2,1,
p_742,2,1,
p_743,2,1,
p_744,2,1,
p_745,2,1,
p_746,2,1,
p_747,2,1,
p_748,2,1,
p_749,2,1,
p_750,2,1,
p_751,2,1,
p_752,2,1,
p_753,2,1,
p_754,2,1,
p_755,2,1,
p_756,2,1,
p_757,2,1,
p_758,2,1,
p_759,2,1,
p_760,2,1,
p_761,2,1,
p_762,2,1,
p_763,2,1,
p_764,2,1,
p_765,2,1,
p_766,2,1,
p_767,2,1,
p_768,2,1,
p_769,2,1,
p_770,2,1,
p_771,2,1,
p_772,2,1,
p_773,2,1,
p_774,2,1,
p_775,2,1,
p_776,2,1,
p_777,2,1,
p_778,2,1,
p_779,2,1,
p_780,2,1,
p_781,2,1,
p_782,2,1,
p_783,2,1,
p_784,2,1,
p_785,2,1,
p_786,2,1,
p_787,2,1,
p_788,2,0,
p_789,2,0,
p_790,2,0,
p_791,2,0,
p_792,2,0,
p_793,2,0,
p_794,2,0,
p_795,2,0,
p_796,2,0,
p_797,2,0,
p_798,2,0,
p_799,2,0,
p_800,2,0,
p_801,2,0,
p_802,2,0,
p_803,2,0,
p_804,2,0,
p_805,2,0,
p_806,2,0,
p_807,2,0,
p_808,2,0,
p_809,2,0,
p_810,2,0,
p_811,2,0,
p_812,2,0,
p_813,2,0,
p_814,2,0,
p_815,2,1,
p_816,2,1,
p_817,2,1,
p_818,2,1,
p_819,2,1,
p_820,2,1,
p_821,2,1,
p_822,2,1,
p_823,2,1,
p_824,2,1,
p_825,2,1,
p_826,2,1,
p_827,2,1,
p_828,2,1,
p_829,2,1,
p_830,2,1,
p_831,2,1,
p_832,2,1,
p_833,2,1,
p_834,2,1,
p_835,2,1,
p_836,2,1,
p_837,2,1,
p_838,2,1,
p_839,2,1,
p_840,2,1,
p_841,2,1,
p_842,2,0,
p_843,2,0,
p_844,2,0,
p_845,2,0,
p_846,2,0,
p_847,2,0,
p_848,2,0,
p_849,2,0,
p_850,2,0,
p_851,2,0,
p_852,2,0,
p_853,2,0,
p_854,2,0,
p_855,2,0,
p_856,2,0,
p_857,2,0,
p_858,2,0,
p_859,2,0,
p_860,2,0,
p_861,2,0,
p_862,2,0,
p_863,2,0,
p_864,2,0,
p_865,2,0,
p_866,2,0,
p_867,2,0,
p_868,2,0,
p_869,2,0,
p_870,2,0,
p_871,2,0,
p_872,2,0,
p_873,2,0,
p_874,2,0,
p_875,2,0,
p_876,2,0,
p_877,2,0,
p_878,2,0,
p_879,2,0,
p_880,2,0,
p_881,2,0,
p_882,2,0,
p_883,2,0,
p_884,2,0,
p_885,2,0,
p_886,2,0,
p_887,2,0,
p_888,2,0,
p_889,2,0,
p_890,2,0,
p_891,2,0,
p_892,2,0,
p_893,2,0,
p_894,2,0,
p_895,2,0,
p_896,2,0,
p_897,2,0,
p_898,2,0,
p_899,2,0,
p_900,2,0,
p_901,2,0,
p_902,2,0,
p_903,2,0,
p_904,2,0,
p_905,2,0,
p_906,2,0,
p_907,2,0,
p_908,2,0,
p_909,2,0,
p_910,2,0,
p_911,2,0,
p_912,2,0,
p_913,2,0,
p_914,2,0,
p_915,2,0,
p_916,2,0,
p_917,2,0,
p_918,2,0,
p_919,2,0,
p_920,2,0,
p_921,2,0,
p_922,2,0,
p_923,2,0,
p_924,2,0,
p_925,2,0,
p_926,2,0,
p_927,2,0,
p_928,2,0,
p_929,2,0,
p_930,2,0,
p_931,2,0,
p_932,2,0,
p_933,2,0,
p_934,2,0,
p_935,2,0,
p_936,2,0,
p_937,2,0,
p_938,2,0,
p_939,2,0,
p_940,2,0,
p_941,2,0,
p_942,2,0,
p_943,2,0,
p_944,2,0,
p_945,2,0,
p_946,2,0,
p_947,2,0,
p_948,2,0,
p_949,2,0,
p_950,2,0,
p_951,2,0,
p_952,2,0,
p_953,2,0,
p_954,2,0,
p_955,2,0,
p_956,2,0,
p_957,2,0,
p_958,2,0,
p_959,2,0,
p_960,2,0,
p_961,2,0,
p_962,2,0,
p_963,2,0,
p_964,2,0,
p_965,2,0,
p_966,2,0,
p_967,2,0,
p_968,2,0,
p_969,2,0,
p_970,2,0,
p_971,2,0,
p_972,2,0,
p_973,2,0,
p_974,2,0,
p_975,2,0,
p_976,2,0,
p_977,2,0,
p_978,2,0,
p_979,2,0,
p_980,2,0,
p_981,2,0,
p_982,2,0,
p_983,2,0,
p_984,2,0,
p_985,2,0,
p_986,2,0,
p_987,2,0,
p_988,2,0,
p_989,2,0,
p_990,2,0,
p_991,2,0,
p_992,2,0,
p_993,2,0,
p_994,2,0,
p_995,2,0,
p_996,2,0,
p_997,2,0,
p_998,2,0,
p_999,2,0,
p_1000,2,0,
p_1001,2,0,
p_1002,2,0,
p_1003,2,0,
p_1004,2,0,
p_1005,2,0,
p_1006,2,0,
p_1007,2,0,
p_1008,2,0,
p_1009,2,0,
p_1010,2,0,
p_1011,2,0,
p_1012,2,0,
p_1013,2,0,
p_1014,2,0,
p_1015,2,0,
p_1016,2,0,
p_1017,2,0,
p_1018,2,0,
p_1019,2,1,
p_1020,2,1,
p_1021,2,1,
p_1022,2,1,
p_1023,2,1,
p_1024,2,1,
p_1025,2,1,
p_1026,2,1,
p_1027,2,1,
p_1028,2,1,
p_1029,2,1,
p_1030,2,1,
p_1031,2,1,
p_1032,2,1,
p_1033,2,1,
p_1034,2,1,
p_1035,2,1,
p_1036,2,1,
p_1037,2,1,
p_1038,2,1,
p_1039,2,1,
p_1040,2,1,
p_1041,2,1,
p_1042,2,1,
p_1043,2,1,
p_1044,2,1,
p_1045,2,1,
p_1046,2,1,
p_1047,2,1,
p_1048,2,1,
p_1049,2,1,
p_1050,2,1,
p_1051,2,1,
p_1052,2,1,
p_1053,2,1,
p_1054,2,1,
p_1055,2,1,
p_1056,2,1,
p_1057,2,1,
p_1058,2,1,
p_1059,2,1,
p_1060,2,1,
p_1061,2,1,
p_1062,2,1,
p_1063,2,1,
p_1064,2,1,
p_1065,2,1,
p_1066,2,1,
p_1067,2,1,
p_1068,2,1,
p_1069,2,1,
p_1070,2,1,
p_1071,2,1,
p_1072,2,1,
p_1073,2,1,
p_1074,2,1,
p_1075,2,1,
p_1076,2,1,
p_1077,2,1,
p_1078,2,1,
p_1079,2,1,
p_1080,2,1,
p_1081,2,1,
p_1082,2,1,
p_1083,2,1,
p_1084,2,1,
p_1085,2,1,
p_1086,2,1,
p_1087,2,1,
p_1088,2,1,
p_1089,2,1,
p_1090,2,1,
p_1091,2,1,
p_1092,2,1,
p_1093,2,1,
p_1094,2,1,
p_1095,2,1,
p_1096,2,1,
p_1097,2,1,
p_1098,2,1,
p_1099,2,1,
p_1100,2,1,
p_1101,2,1,
p_1102,2,1,
p_1103,2,1,
p_1104,2,1,
p_1105,2,1,
p_1106,2,1,
p_1107,2,1,
p_1108,2,1,
p_1109,2,1,
p_1110,2,1,
p_1111,2,1,
p_1112,2,1,
p_1113,2,1,
p_1114,2,1,
p_1115,2,1,
p_1116,2,1,
p_1117,2,1,
p_1118,2,1,
p_1119,2,1,
p_1120,2,1,
p_1121,2,1,
p_1122,2,1,
p_1123,2,1,
p_1124,2,1,
p_1125,2,1,
p_1126,2,1,
p_1127,2,1,
p_1128,2,1,
p_1129,2,1,
p_1130,2,1,
p_1131,2,1,
p_1132,2,1,
p_1133,2,1,
p_1134,2,1,
p_1135,2,1,
p_1136,2,1,
p_1137,2,1,
p_1138,2,1,
p_1139,2,1,
p_1140,2,1,
p_1141,2,1,
p_1142,2,1,
p_1143,2,1,
p_1144,2,1,
p_1145,2,1,
p_1146,2,1,
p_1147,2,1,
p_1148,2,1,
p_1149,2,1,
p_1150,2,1,
p_1151,2,1,
p_1152,2,1,
p_1153,2,0,
p_1154,2,0,
p_1155,2,0,
p_1156,2,0,
p_1157,2,0,
p_1158,2,0,
p_1159,2,0,
p_1160,2,0,
p_1161,2,0,
p_1162,2,0,
p_1163,2,0,
p_1164,2,0,
p_1165,2,0,
p_1166,2,0,
p_1167,2,0,
p_1168,2,0,
p_1169,2,0,
p_1170,2,0,
p_1171,2,0,
p_1172,2,0,
p_1173,2,0,
p_1174,2,0,
p_1175,2,0,
p_1176,2,0,
p_1177,2,0,
p_1178,2,0,
p_1179,2,0,
p_1180,2,0,
p_1181,2,0,
p_1182,2,0,
p_1183,2,0,
p_1184,2,0,
p_1185,2,0,
p_1186,2,0,
p_1187,2,0,
p_1188,2,0,
p_1189,2,0,
p_1190,2,0,
p_1191,2,0,
p_1192,2,0,
p_1193,2,0,
p_1194,2,0,
p_1195,2,0,
p_1196,2,0,
p_1197,2,0,
p_1198,2,0,
p_1199,2,0,
p_1200,2,0,
p_1201,2,0,
p_1202,2,0,
p_1203,2,0,
p_1204,2,0,
p_1205,2,0,
p_1206,2,0,
p_1207,2,0,
p_1208,2,0,
p_1209,2,0,
p_1210,2,0,
p_1211,2,0,
p_1212,2,0,
p_1213,2,0,
p_1214,2,0,
p_1215,2,0,
p_1216,2,0,
p_1217,2,0,
p_1218,2,0,
p_1219,2,0,
p_1220,2,0,
p_1221,2,0,
p_1222,2,0,
p_1223,2,0,
p_1224,2,0,
p_1225,2,0,
p_1226,2,0,
p_1227,2,0,
p_1228,2,0,
p_1229,2,0,
p_1230,2,0,
p_1231,2,0,
p_1232,2,0,
p_1233,2,0,
p_1234,2,0,
p_1235,2,1,
p_1236,2,1,
p_1237,2,1,
p_1238,2,1,
p_1239,2,1,
p_1240,2,1,
p_1241,2,1,
p_1242,2,1,
p_1243,2,1,
p_1244,2,1,
p_1245,2,1,
p_1246,2,1,
p_1247,2,1,
p_1248,2,1,
p_1249,2,1,
p_1250,2,1,
p_1251,2,1,
p_1252,2,1,
p_1253,2,1,
p_1254,2,1,
p_1255,2,1,
p_1256,2,1,
p_1257,2,1,
p_1258,2,1,
p_1259,2,1,
p_1260,2,1,
p_1261,2,1,
p_1262,2,1,
p_1263,2,1,
p_1264,2,1,
p_1265,2,1,
p_1266,2,1,
p_1267,2,1,
p_1268,2,1,
p_1269,2,1,
p_1270,2,1,
p_1271,2,1,
p_1272,2,1,
p_1273,2,1,
p_1274,2,1,
p_1275,2,1,
p_1276,2,1,
p_1277,2,1,
p_1278,2,1,
p_1279,2,1,
p_1280,2,1,
p_1281,2,1,
p_1282,2,1,
p_1283,2,1,
p_1284,2,1,
p_1285,2,1,
p_1286,2,1,
p_1287,2,1,
p_1288,2,1,
p_1289,2,1,
p_1290,2,1,
p_1291,2,1,
p_1292,2,1,
p_1293,2,1,
p_1294,2,1,
p_1295,2,1,
p_1296,2,1,
p_1297,2,1,
p_1298,2,1,
p_1299,2,1,
p_1300,2,1,
p_1301,2,1,
p_1302,2,1,
p_1303,2,1,
p_1304,2,1,
p_1305,2,1,
p_1306,2,1,
p_1307,2,1,
p_1308,2,1,
p_1309,2,1,
p_1310,2,1,
p_1311,2,1,
p_1312,2,1,
p_1313,2,1,
p_1314,2,1,
p_1315,2,1,
p_1316,2,1,
p_1317,2,1,
p_1318,2,1,
p_1319,2,1,
p_1320,2,1,
p_1321,2,1,
p_1322,2,1,
p_1323,2,1,
p_1324,2,1,
p_1325,2,1,
p_1326,2,1,
p_1327,2,1,
p_1328,2,0,
p_1329,2,0,
p_1330,2,0,
p_1331,2,0,
p_1332,2,0,
p_1333,2,0,
p_1334,2,0,
p_1335,2,0,
p_1336,2,0,
p_1337,2,0,
p_1338,2,0,
p_1339,2,0,
p_1340,2,0,
p_1341,2,0,
p_1342,2,0,
p_1343,2,0,
p_1344,2,0,
p_1345,2,0,
p_1346,2,0,
p_1347,2,0,
p_1348,2,0,
p_1349,2,0,
p_1350,2,0,
p_1351,2,0,
p_1352,2,0,
p_1353,2,0,
p_1354,2,0,
p_1355,2,0,
p_1356,2,0,
p_1357,2,0,
p_1358,2,0,
p_1359,2,0,
p_1360,2,0,
p_1361,2,0,
p_1362,2,0,
p_1363,2,0,
p_1364,2,0,
p_1365,2,0,
p_1366,2,0,
p_1367,2,0,
p_1368,2,0,
p_1369,2,0,
p_1370,2,0,
p_1371,2,0,
p_1372,2,0,
p_1373,2,0,
p_1374,2,0,
p_1375,2,0,
p_1376,2,0,
p_1377,2,0,
p_1378,2,0,
p_1379,2,0,
p_1380,2,0,
p_1381,2,0,
p_1382,2,0,
p_1383,2,0,
p_1384,2,0,
p_1385,2,0,
p_1386,2,0,
p_1387,2,0,
p_1388,2,0,
p_1389,2,0,
p_1390,2,0,
p_1391,2,0,
p_1392,2,0,
p_1393,2,0,
p_1394,2,0,
p_1395,2,0,
p_1396,2,0,
p_1397,2,0,
p_1398,2,0,
p_1399,2,0,
p_1400,2,0,
p_1401,2,0,
p_1402,2,0,
p_1403,2,0,
p_1404,2,0,
p_1405,2,0,
p_1406,2,0,
p_1407,2,0,
p_1408,2,0,
p_1409,2,0,
p_1410,2,0,
p_1411,2,0,
p_1412,2,0,
p_1413,2,0,
p_1414,2,0,
p_1415,2,0,
p_1416,2,0,
p_1417,2,0,
p_1418,2,0,
p_1419,2,0,
p_1420,2,0,
p_1421,2,0,
p_1422,2,0,
p_1423,2,0,
p_1424,2,0,
p_1425,2,0,
p_1426,2,0,
p_1427,2,0,
p_1428,2,0,
p_1429,2,0,
p_1430,2,0,
p_1431,2,0,
p_1432,2,0,
p_1433,2,0,
p_1434,2,0,
p_1435,2,0,
p_1436,2,0,
p_1437,2,0,
p_1438,2,0,
p_1439,2,0,
p_1440,2,0,
p_1441,2,0,
p_1442,2,0,
p_1443,2,0,
p_1444,2,0,
p_1445,2,0,
p_1446,2,0,
p_1447,2,0,
p_1448,2,0,
p_1449,2,0,
p_1450,2,0,
p_1451,2,0,
p_1452,2,0,
p_1453,2,0,
p_1454,2,0,
p_1455,2,1,
p_1456,2,1,
p_1457,2,1,
p_1458,2,1,
p_1459,2,1,
p_1460,2,1,
p_1461,2,1,
p_1462,2,1,
p_1463,2,1,
p_1464,2,1,
p_1465,2,1,
p_1466,2,1,
p_1467,2,1,
p_1468,2,1,
p_1469,2,1,
p_1470,2,1,
p_1471,2,1,
p_1472,2,1,
p_1473,2,1,
p_1474,2,1,
p_1475,2,1,
p_1476,2,1,
p_1477,2,1,
p_1478,2,1,
p_1479,2,1,
p_1480,2,1,
p_1481,2,1,
p_1482,2,1,
p_1483,2,1,
p_1484,2,1,
p_1485,2,1,
p_1486,2,1,
p_1487,2,1,
p_1488,2,1,
p_1489,2,1,
p_1490,2,1,
p_1491,2,1,
p_1492,2,1,
p_1493,2,1,
p_1494,2,1,
p_1495,2,1,
p_1496,2,1,
p_1497,2,1,
p_1498,2,1,
p_1499,2,1,
p_1500,2,1,
p_1501,2,1,
p_1502,2,1,
p_1503,2,1,
p_1504,2,1,
p_1505,2,1,
p_1506,2,1,
p_1507,2,1,
p_1508,2,1,
p_1509,2,1,
p_1510,2,1,
p_1511,2,1,
p_1512,2,1,
p_1513,2,1,
p_1514,2,1,
p_1515,2,1,
p_1516,2,1,
p_1517,2,1,
p_1518,2,1,
p_1519,2,1,
p_1520,2,1,
p_1521,2,1,
p_1522,2,1,
p_1523,2,1,
p_1524,2,1,
p_1525,2,1,
p_1526,2,1,
p_1527,2,1,
p_1528,2,1,
p_1529,2,1,
p_1530,2,1,
p_1531,2,1,
p_1532,2,1,
p_1533,2,1,
p_1534,2,1,
p_1535,2,1,
p_1536,2,1,
p_1537,2,1,
p_1538,2,1,
p_1539,2,1,
p_1540,2,1,
p_1541,2,1,
p_1542,2,1,
p_1543,2,1,
p_1544,2,1,
p_1545,2,1,
p_1546,2,1,
p_1547,2,1,
p_1548,2,1,
p_1549,2,1,
p_1550,2,1,
p_1551,2,1,
p_1552,2,1,
p_1553,2,1,
p_1554,2,1,
p_1555,2,1,
p_1556,2,1,
p_1557,2,1,
p_1558,2,1,
p_1559,2,1,
p_1560,2,1,
p_1561,2,1,
p_1562,2,1,
p_1563,2,1,
p_1564,2,1,
p_1565,2,1,
p_1566,2,1,
p_1567,2,1,
p_1568,2,1,
p_1569,2,1,
p_1570,2,1,
p_1571,2,1,
p_1572,2,1,
p_1573,2,1,
p_1574,2,1,
p_1575,2,1,
p_1576,2,1,
p_1577,2,1,
p_1578,2,1,
p_1579,2,1,
p_1580,2,1,
p_1581,2,1,
p_1582,2,1,
p_1583,2,1,
p_1584,2,1,
p_1585,2,0,
p_1586,2,0,
p_1587,2,0,
p_1588,2,1,
p_1589,2,1,
p_1590,2,1,
p_1591,2,1,
p_1592,2,1,
p_1593,2,1,
p_1594,2,1,
p_1595,2,1,
p_1596,2,1,
p_1597,2,1,
p_1598,2,1,
p_1599,2,1,
p_1600,2,1,
p_1601,2,1,
p_1602,2,1,
p_1603,2,1,
p_1604,2,1,
p_1605,2,1,
p_1606,2,1,
p_1607,2,1,
p_1608,2,1,
p_1609,2,1,
p_1610,2,1,
p_1611,2,1,
p_1612,2,1,
p_1613,2,1,
p_1614,2,1,
p_1615,2,1,
p_1616,2,0,
p_1617,2,0,
p_1618,2,0,
p_1619,2,0,
p_1620,2,0,
p_1621,2,0,
p_1622,2,0,
p_1623,2,0,
p_1624,2,0,
p_1625,2,0,
p_1626,2,0,
p_1627,2,0,
p_1628,2,0,
p_1629,2,0,
p_1630,2,0,
p_1631,2,0,
p_1632,2,0,
p_1633,2,0,
p_1634,2,0,
p_1635,2,0,
p_1636,2,0,
p_1637,2,0,
p_1638,2,0,
p_1639,2,0,
p_1640,2,0,
p_1641,2,0,
p_1642,2,0,
p_1643,2,0,
p_1644,2,0,
p_1645,2,0,
p_1646,2,0,
p_1647,2,0,
p_1648,2,0,
p_1649,2,0,
p_1650,2,0,
p_1651,2,0,
p_1652,2,0,
p_1653,2,0,
p_1654,2,0,
p_1655,2,0,
p_1656,2,0,
p_1657,2,0,
p_1658,2,0,
p_1659,2,0,
p_1660,2,0,
p_1661,2,0,
p_1662,2,0,
p_1663,2,0,
p_1664,2,0,
p_1665,2,0,
p_1666,2,0,
p_1667,2,0,
p_1668,2,0,
p_1669,2,0,
p_1670,2,0,
p_1671,2,0,
p_1672,2,0,
p_1673,2,0,
p_1674,2,0,
p_1675,2,0,
p_1676,2,0,
p_1677,2,0,
p_1678,2,0,
p_1679,2,0,
p_1680,2,0,
p_1681,2,0,
p_1682,2,0,
p_1683,2,0,
p_1684,2,0,
p_1685,2,0,
p_1686,2,0,
p_1687,2,1,
p_1688,2,1,
p_1689,2,1,
p_1690,2,1,
p_1691,2,1,
p_1692,2,1,
p_1693,2,1,
p_1694,2,1,
p_1695,2,1,
p_1696,2,1,
p_1697,2,1,
p_1698,2,1,
p_1699,2,1,
p_1700,2,1,
p_1701,2,1,
p_1702,2,1,
p_1703,2,1,
p_1704,2,1,
p_1705,2,1,
p_1706,2,1,
p_1707,2,1,
p_1708,2,1,
p_1709,2,1,
p_1710,2,1,
p_1711,2,1,
p_1712,2,1,
p_1713,2,1,
p_1714,2,1,
p_1715,2,1,
p_1716,2,1,
p_1717,2,1,
p_1718,2,1,
p_1719,2,1,
p_1720,2,1,
p_1721,2,1,
p_1722,2,1,
p_1723,2,1,
p_1724,2,1,
p_1725,2,1,
p_1726,2,1,
p_1727,2,1,
p_1728,2,1,
p_1729,2,1,
p_1730,2,1,
p_1731,2,1,
p_1732,2,1,
p_1733,2,1,
p_1734,2,1,
p_1735,2,1,
p_1736,2,1,
p_1737,2,1,
p_1738,2,1,
p_1739,2,1,
p_1740,2,1,
p_1741,2,1,
p_1742,2,1,
p_1743,2,1,
p_1744,2,1,
p_1745,2,1,
p_1746,2,1,
p_1747,2,1,
p_1748,2,1,
p_1749,2,1,
p_1750,2,1,
p_1751,2,1,
p_1752,2,1,
p_1753,2,1,
p_1754,2,1,
p_1755,2,1,
p_1756,2,1,
p_1757,2,1,
p_1758,2,0,
p_1759,2,0,
p_1760,2,0,
p_1761,2,0,
p_1762,2,0,
p_1763,2,0,
p_1764,2,0,
p_1765,2,0,
p_1766,2,0,
p_1767,2,0,
p_1768,2,0,
p_1769,2,0,
p_1770,2,0,
p_1771,2,0,
p_1772,2,0,
p_1773,2,0,
p_1774,2,0,
p_1775,2,0,
p_1776,2,0,
p_1777,2,0,
p_1778,2,0,
p_1779,2,0,
p_1780,2,0,
p_1781,2,0,
p_1782,2,0,
p_1783,2,0,
p_1784,2,0,
p_1785,2,0,
p_1786,2,1,
p_1787,2,1,
p_1788,2,1,
p_1789,2,1,
p_1790,2,1,
p_1791,2,1,
p_1792,2,1,
p_1793,2,1,
p_1794,2,1,
p_1795,2,1,
p_1796,2,1,
p_1797,2,1,
p_1798,2,1,
p_1799,2,1,
p_1800,2,1,
p_1801,2,1,
p_1802,2,1,
p_1803,2,1,
p_1804,2,1,
p_1805,2,1,
p_1806,2,1,
p_1807,2,1,
p_1808,2,1,
p_1809,2,1,
p_1810,2,1,
p_1811,2,1,
p_1812,2,1,
p_1813,2,1,
p_1814,2,1,
p_1815,2,1,
p_1816,2,1,
p_1817,2,1,
p_1818,2,1,
p_1819,2,1,
p_1820,2,1,
p_1821,2,1,
p_1822,2,1,
p_1823,2,1,
p_1824,2,1,
p_1825,2,1,
