Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Creoles,,,25
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Other languages,,,350
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,,,,,1810
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and French,,,,65
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and non-official language,,,,1680
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,French and non-official language,,,,40
M2R,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,"English, French and non-official language",,,,25
M2R,Detailed Language characteristics,Algonquin - Various non-official languages spoken - 20% sample data,,,,,,0
M2R,Detailed Language characteristics,Atikamekw,,,,,,0
M2R,Detailed Language characteristics,Blackfoot,,,,,,0
M2R,Detailed Language characteristics,Carrier,,,,,,0
M2R,Detailed Language characteristics,Chilcotin,,,,,,0
M2R,Detailed Language characteristics,Chipewyan,,,,,,0
M2R,Detailed Language characteristics,Cree,,,,,,0
M2R,Detailed Language characteristics,Siouan languages (Dakota/Sioux),,,,,,0
M2R,Detailed Language characteristics,Dene,,,,,,0
M2R,Detailed Language characteristics,Dogrib,,,,,,0
M2R,Detailed Language characteristics,Gitksan,,,,,,0
M2R,Detailed Language characteristics,Inuinnaqtun,,,,,,0
M2R,Detailed Language characteristics,"Inuktitut, n.i.e.",,,,,,0
M2R,Detailed Language characteristics,Kutchin-Gwich'in (Loucheux),,,,,,0
M2R,Detailed Language characteristics,Malecite,,,,,,0
M2R,Detailed Language characteristics,Mi'kmaq,,,,,,0
M2R,Detailed Language characteristics,Mohawk,,,,,,0
M2R,Detailed Language characteristics,Montagnais-Naskapi,,,,,,0
M2R,Detailed Language characteristics,Nisga'a,,,,,,0
M2R,Detailed Language characteristics,North Slave (Hare),,,,,,0
M2R,Detailed Language characteristics,Ojibway,,,,,,0
M2R,Detailed Language characteristics,Oji-Cree,,,,,,0
M2R,Detailed Language characteristics,Shuswap,,,,,,0
M2R,Detailed Language characteristics,South Slave,,,,,,0
M2R,Detailed Language characteristics,Tlingit,,,,,,0
M2R,Detailed Language characteristics,Italian,,,,,,990
M2R,Detailed Language characteristics,Portuguese,,,,,,325
M2R,Detailed Language characteristics,Romanian,,,,,,925
M2R,Detailed Language characteristics,Spanish,,,,,,1240
M2R,Detailed Language characteristics,Danish,,,,,,10
M2R,Detailed Language characteristics,Dutch,,,,,,65
M2R,Detailed Language characteristics,Flemish,,,,,,0
M2R,Detailed Language characteristics,Frisian,,,,,,0
M2R,Detailed Language characteristics,German,,,,,,455
M2R,Detailed Language characteristics,Norwegian,,,,,,0
M2R,Detailed Language characteristics,Swedish,,,,,,0
M2R,Detailed Language characteristics,Yiddish,,,,,,1085
M2R,Detailed Language characteristics,Bosnian,,,,,,0
M2R,Detailed Language characteristics,Bulgarian,,,,,,85
M2R,Detailed Language characteristics,Croatian,,,,,,90
M2R,Detailed Language characteristics,Czech,,,,,,125
M2R,Detailed Language characteristics,Macedonian,,,,,,75
M2R,Detailed Language characteristics,Polish,,,,,,560
M2R,Detailed Language characteristics,Russian,,,,,,11600
M2R,Detailed Language characteristics,Serbian,,,,,,230
M2R,Detailed Language characteristics,Serbo-Croatian,,,,,,30
M2R,Detailed Language characteristics,Slovak,,,,,,10
M2R,Detailed Language characteristics,Slovenian,,,,,,35
M2R,Detailed Language characteristics,Ukrainian,,,,,,1395
M2R,Detailed Language characteristics,Latvian,,,,,,40
M2R,Detailed Language characteristics,Lithuanian,,,,,,135
M2R,Detailed Language characteristics,Estonian,,,,,,10
M2R,Detailed Language characteristics,Finnish,,,,,,25
M2R,Detailed Language characteristics,Hungarian,,,,,,670
M2R,Detailed Language characteristics,Greek,,,,,,195
M2R,Detailed Language characteristics,Armenian,,,,,,125
M2R,Detailed Language characteristics,Turkish,,,,,,135
M2R,Detailed Language characteristics,Amharic,,,,,,40
M2R,Detailed Language characteristics,Arabic,,,,,,375
M2R,Detailed Language characteristics,Hebrew,,,,,,4005
M2R,Detailed Language characteristics,Maltese,,,,,,15
M2R,Detailed Language characteristics,Somali,,,,,,0
M2R,Detailed Language characteristics,Tigrigna,,,,,,10
M2R,Detailed Language characteristics,Bengali,,,,,,100
M2R,Detailed Language characteristics,Gujarati,,,,,,240
M2R,Detailed Language characteristics,Hindi,,,,,,555
M2R,Detailed Language characteristics,Kurdish,,,,,,0
M2R,Detailed Language characteristics,Panjabi (Punjabi),,,,,,120
M2R,Detailed Language characteristics,Pashto,,,,,,0
M2R,Detailed Language characteristics,Persian (Farsi),,,,,,870
M2R,Detailed Language characteristics,Sindhi,,,,,,10
M2R,Detailed Language characteristics,Sinhala (Sinhalese),,,,,,40
M2R,Detailed Language characteristics,Urdu,,,,,,205
M2R,Detailed Language characteristics,Malayalam,,,,,,40
M2R,Detailed Language characteristics,Tamil,,,,,,40
M2R,Detailed Language characteristics,Telugu,,,,,,75
M2R,Detailed Language characteristics,Japanese,,,,,,90
M2R,Detailed Language characteristics,Korean,,,,,,1555
M2R,Detailed Language characteristics,Cantonese,,,,,,330
M2R,Detailed Language characteristics,"Chinese, n.o.s.",,,,,,525
M2R,Detailed Language characteristics,Mandarin,,,,,,330
M2R,Detailed Language characteristics,Taiwanese,,,,,,0
M2R,Detailed Language characteristics,Lao,,,,,,15
M2R,Detailed Language characteristics,Khmer (Cambodian),,,,,,10
M2R,Detailed Language characteristics,Vietnamese,,,,,,110
M2R,Detailed Language characteristics,Bisayan languages,,,,,,80
M2R,Detailed Language characteristics,Ilocano,,,,,,215
M2R,Detailed Language characteristics,Malay,,,,,,0
M2R,Detailed Language characteristics,"Tagalog (Pilipino, Filipino)",,,,,,2970
M2R,Detailed Language characteristics,Akan (Twi),,,,,,15
M2R,Detailed Language characteristics,Swahili,,,,,,95
M2R,Detailed Language characteristics,Creoles,,,,,,75
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,,,,,,33545
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,,,,,32870
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,English,,,,15985
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,French,,,,540
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,,,,16340
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cree,,,10
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dene,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Italian,,,260
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Portuguese,,,125
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Romanian,,,1165
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Spanish,,,945
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Danish,,,10
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dutch,,,85
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Frisian,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,German,,,290
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Norwegian,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swedish,,,15
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Yiddish,,,25
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bosnian,,,25
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bulgarian,,,135
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Croatian,,,35
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Czech,,,25
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Macedonian,,,110
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Polish,,,390
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Russian,,,420
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbian,,,150
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,35
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovak,,,35
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovenian,,,10
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ukrainian,,,15
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Latvian,,,10
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lithuanian,,,25
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Estonian,,,70
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Finnish,,,70
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hungarian,,,365
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Greek,,,485
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Armenian,,,555
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Turkish,,,205
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Amharic,,,55
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Arabic,,,920
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hebrew,,,30
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Maltese,,,10
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Somali,,,115
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tigrigna,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bengali,,,470
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gujarati,,,385
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hindi,,,135
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kurdish,,,25
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,115
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Pashto,,,90
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,1205
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sindhi,,,100
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,50
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Urdu,,,745
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malayalam,,,20
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tamil,,,505
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Telugu,,,100
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Japanese,,,115
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Korean,,,790
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cantonese,,,525
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,1520
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mandarin,,,560
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Taiwanese,,,15
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lao,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Vietnamese,,,100
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,65
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ilocano,,,45
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malay,,,0
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,725
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,20
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swahili,,,20
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Creoles,,,65
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Other languages,,,565
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,,,,,670
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and French,,,,35
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and non-official language,,,,510
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,French and non-official language,,,,65
M3A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,"English, French and non-official language",,,,60
M3A,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,,,,,,33545
M3A,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English only,,,,,28960
M3A,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,French only,,,,,70
M3A,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English and French,,,,,3250
M3A,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,Neither English nor French,,,,,1265
M3A,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,,,,,,33545
M3A,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English,,,,,30870
M3A,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,French,,,,,625
M3A,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English and French,,,,,800
M3A,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,Neither English nor French,,,,,1250
M3A,Detailed Language characteristics,Official language minority - (number),,,,,,1030
M3A,Detailed Language characteristics,Official language minority - (percentage),,,,,,3.1
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,,,,,,33545
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,,,,,32120
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,English,,,,20730
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,French,,,,320
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,,,,11070
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cree,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dene,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Italian,,,65
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Portuguese,,,20
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Romanian,,,985
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Spanish,,,680
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Danish,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dutch,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Frisian,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,German,,,60
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Norwegian,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swedish,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Yiddish,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bosnian,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bulgarian,,,105
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Croatian,,,30
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Czech,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Macedonian,,,70
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Polish,,,190
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Russian,,,310
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbian,,,110
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovak,,,20
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovenian,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ukrainian,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Latvian,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lithuanian,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Estonian,,,55
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Finnish,,,20
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hungarian,,,175
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Greek,,,260
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Armenian,,,455
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Turkish,,,105
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Amharic,,,35
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Arabic,,,540
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hebrew,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Maltese,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Somali,,,35
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tigrigna,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bengali,,,385
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gujarati,,,255
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hindi,,,125
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,70
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Pashto,,,20
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,1045
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sindhi,,,55
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,15
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Urdu,,,640
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tamil,,,360
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Telugu,,,100
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Japanese,,,40
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Korean,,,660
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cantonese,,,460
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,1155
