reviewId,userName,userImage,Review,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOEzs7yZRPFPXIYqMvrVmC8yKAB33eTH3tQohBAsj1R6Zteg94A_wc3iCRUoPIxLfo_B0xC08q2mZYzICWY,Matt Favreau,https://play-lh.googleusercontent.com/a/AATXAJynqNUCb7XT-kOu3wYt8e9KRmYF6SriRls0q2zb=mo,functional app but annoying that you can't do anything with your printer unless you sign in EACH TIME and it redirects you too the internet where more often than not it's forgotten you get with the times and use biometrics incorporated with the phone,3,0,8.6.0.29,6/15/2021 13:00,,,newest,com.hp.printercontrol
gp:AOqpTOEr1J-PotxfoLBhedfLI441dCLjzlFslpCbJubbmzI41XDDGgQNIP5dh9ZkOyHgalqikIuyFYbk8RfcE0o,menzi nxusa,https://play-lh.googleusercontent.com/a-/AOh14GiVvylqmcjgfbKHqUOzynrT3ey-CQ-YJtI5CW5GoQ,Good app. How do I scan multiple pages via the feeder?,3,0,8.6.0.29,6/15/2021 9:09,,,newest,com.hp.printercontrol
gp:AOqpTOEbdx8_C1Q8e9YaqUL7bSiGDaBXlENd1XwA_OlIkz8q5uJCUrk1m0IfukA6dINe9x9nZpo1NYhyYPanimU,ishtiyaq ansari,https://play-lh.googleusercontent.com/a-/AOh14GjzITncsXiyyWGnsW90ZOQWWibw5ytEUxyOOeGicw,Toomuch add coming,3,0,,6/13/2021 13:45,,,newest,com.hp.printercontrol
gp:AOqpTOGxgl475tL-joWYOCZfF8WMUtiPQQmyJTn0KdGN0t__MuFbefnqbyMpvfjVA8z9kKV9uBq8jXYh6o6jTco,Abdulrahman Ahmed Al Madani,https://play-lh.googleusercontent.com/a-/AOh14GiGHA8dy4YhoCpVJXVFy5H8syS4MM_YURpxCxEAzpw,Hp always smart,3,0,8.6.0.29,6/11/2021 10:03,,,newest,com.hp.printercontrol
gp:AOqpTOH3ZWC3chwOPmtMt7wRBiZZRuCasUX2m8RR_Khz4HImxx5b_T4D0iyjZs3LEa5gC-HpAbYCMq0KXiW4jVU,Ahmed Al-Radhi,https://play-lh.googleusercontent.com/a-/AOh14GgdeW7RhnIJCDcDek8WYRLz04BM7qYDtIwG-DvYgQ,"It is a very good app yet I took 2 stars out because once an update is available, the app won't work till I update.",3,0,7.3.151,6/11/2021 8:17,,,newest,com.hp.printercontrol
gp:AOqpTOFexRuRdxqxeP8smJl3DMmornEeThUWXVvaKjL8aT1LL1fyukbcRZgex3IGGQld5CvyKwzOjPHKUhxBNx4,Slavery Workplace,https://play-lh.googleusercontent.com/a/AATXAJxdhRDvsSmUAc4VU_k9cgD4etz06hAbWC9uwgle=mo,So i use to love printing things out. It use to just be select print. Now every time im finish with the app it automatically signs me out. And my password is never right so i have to keep creating the same account. This needs to be addressed.,3,0,8.6.0.29,6/11/2021 1:26,,,newest,com.hp.printercontrol
gp:AOqpTOG6gDs35bBNBtrIcWE4lJmJ_J0LSMmJOiTqkqxJ9IdJlU7V_eU3f_AmZadSvhYzLoRtNFopT-4MrtKdB3o,Pedro Bedolla,https://play-lh.googleusercontent.com/a-/AOh14GhRjwkiuvwJEY1dbuygvuIJxrec26_LatNaGjViwwo,"solía funcionar muy bien, requiere una actualización por qué se bloquea muy seguido",3,0,8.6.0.29,6/10/2021 20:39,,,newest,com.hp.printercontrol
gp:AOqpTOESQYn-ftA1duTiLuaF53BtmcVTV7EJQuv0H7G_6KCMB0ndDKpEQscNuVrGM3QfTYFjT-HYC5qzsisjZbE,Stedi Univerz,https://play-lh.googleusercontent.com/a-/AOh14GiYbuWj7bDugZVrf_BBMWh0ixIMFoaX7j51l2_iJg,I spend more money on the service than on actual printing...,3,0,8.5.2.10,6/10/2021 20:08,,,newest,com.hp.printercontrol
gp:AOqpTOEcdILIC_qEbR4w9M8eGNGa7TRrdRXClqghndYids-6kcX24wFgEJSXzBvVuXQwprvtzEMB8BzJf0_JJck,ADAM MARKS,https://play-lh.googleusercontent.com/a-/AOh14GhOYeJEQD-9LXiXAJjq8Btmr_d28AGRurGuM5txAg,The app starts and loads quick. In the past few operating tries I had to uninstall app. The app would load but without a intro and then accidentally quit. After four starts I uninstalled and am trying to load it from a desktop browser through GOOGLES main app library.,3,1,8.6.0.29,6/10/2021 0:08,,,newest,com.hp.printercontrol
gp:AOqpTOGKKEHp7L9W1aQUQmLXHBqnqiSbYWdNG1d6TQ1CCB9PnX_Xgb9Vcl7kZIbtsKCKIJNwQNBMdeF0K_LD0d4,Princess Jada,https://play-lh.googleusercontent.com/a-/AOh14GjfbjTtOHNXbVn9gqHfJKDTs8m3BLfimpXviZJ0,It okay,3,0,8.4.70,6/9/2021 23:21,,,newest,com.hp.printercontrol
gp:AOqpTOHrQJi_zplrpB6MpHZbNh5dYjKrYggL8WbanXX8SKFjsCAJ7RrtwPwQptq4lV0BInGlKPJoSesw38a0Txk,Dale Allen,https://play-lh.googleusercontent.com/a-/AOh14GgQ0m-ZTgPSGtIvVpRfOdYFi9vL1dTYLJaQ30nLAg,Damn printer won't stay connected have to reconnect it every time I use it getting really old once I put it in HP smart it should stay there it should not have to be reinstalled every time I use it,3,0,8.6.0.29,6/9/2021 23:21,,,newest,com.hp.printercontrol
gp:AOqpTOGtg8wQYphuZQFZyygEkQR8rQ2sBfNVPjgDtcmVsxaWSjKD51t3m1LR-3tAU5d5WhuaWnWbLkFfzjaKjq0,Shawndee Anderson,https://play-lh.googleusercontent.com/a-/AOh14Gj9yReGPvhPtNKFOwfr1pIE773NnlamyH4dJzPcFw,Half time won't connect to printer,3,0,8.6.0.29,6/9/2021 20:00,,,newest,com.hp.printercontrol
gp:AOqpTOEOg169G0_K0nED4b_UyoOusLOaOFfUXcV5YE0fb4dTOa0eP_lauc_a5CLtCwbuIiwGUzFzkg05mMtls_w,eddie kosgei,https://play-lh.googleusercontent.com/a/AATXAJwadSd8_x3ew8rPCDNM2qiSAEZMKpXsLpBG6ZMv=mo,Its a good product but its lacks the double sided scanning functionality,3,0,8.6.0.29,6/9/2021 15:51,,,newest,com.hp.printercontrol
gp:AOqpTOGlkx4SHJ8AdD4xgnrx6xTqN-B7COPW-OoLZEW3IzyQtjKcjZhznOBHttKLXe7PsNxlFB2wCfVg4DCYN5c,Жељко Вучковић,https://play-lh.googleusercontent.com/a-/AOh14Gj4HyR9j7Dm0zZuLZYxstk_R1u4n4-SHGPtSqYW-w,Application should be better.,3,0,8.6.0.29,6/9/2021 4:32,,,newest,com.hp.printercontrol
gp:AOqpTOGaFfUcA8z8zpR8CuHiB4kL4bg4wiJRcLdmNHfXepkVvjjqXf1jToRHZqxIji9sS9ljhJczArcHt41A_UM,Steve Deeming,https://play-lh.googleusercontent.com/a/AATXAJyUUxVUOKCQOwxoU-c6FXY1zjzBCffdHSJt37gE=mo,camera scan won't let you save to where you want otherwise good app,3,0,8.6.0.29,6/8/2021 21:44,,,newest,com.hp.printercontrol
gp:AOqpTOEaA6WnA75iHw5N5N9N8kVU5wwCqtYA5TqMhc7J-WmCRgNKMd6xd8a7p64l-nykgUREbCUOZ-aFc2q-wg4,Abdul Karim,https://play-lh.googleusercontent.com/a/AATXAJyEujKtEAQdjQjvtC1qzh437fifwBLCsFpu1xgO=mo,Like kinda good but in my hp pavilion 15 it like sometimes it doesn't print in my hp printer(deskjet 2700) I have full cartridges,3,0,8.6.0.29,6/6/2021 17:23,,,newest,com.hp.printercontrol
gp:AOqpTOHu4c6DI2mc01lewVghjV-k3MyztFs_2zXdncATANwGfHkvDJ9Y3zSx14IZeNO89mfDrurauUDsaaInUxc,John Kipling,https://play-lh.googleusercontent.com/a-/AOh14GjQqKENYBLsG-4Et26iUShxRuAngCRLDDZYIVP0gA,Works for operating and printing from my phone perfectly well. But forced registration and agreement to invasive data collection caps this at 3 stars for me. For a higher rating the ability to print offline is needed.,3,0,8.5.1.1,6/6/2021 9:36,,,newest,com.hp.printercontrol
gp:AOqpTOG5XZDfGAuwNkBrrDHeafWmQzQp3QDWTRp3lWV-c6FrAog5S8RK3CJPpZzEGeLllYQ60T4ZvCCEJpn1dlU,Solomon Pea,https://play-lh.googleusercontent.com/a/AATXAJxlZV092s7IrQvYAcSYd9PxkzcIqO9y9N1OhnNU=mo,Cannot scan from android mobile phone,3,0,8.6.0.29,6/5/2021 3:37,,,newest,com.hp.printercontrol
gp:AOqpTOEzOla8bkzPV36N5uC4oqfEQfGrNvjy6pNC99K3YtD3zq98WIsmlMG12MppNv4ctuqyXKdtHLUgzaw6Tfs,Ahmed Abd Allah Khalifa,https://play-lh.googleusercontent.com/a-/AOh14Gj64surw_3ShTbSHgMHoMqjGzkAK8CLLwLjm98bWA,Alot of crashes during printing,3,0,8.6.0.29,6/2/2021 20:20,,,newest,com.hp.printercontrol
gp:AOqpTOGLfjdyMEfDlo9b1DW944MZRUzW7UBl90wAh2D13rbC4ecf_HnRV63F9hNxp2RcGPv73UuVfnPP3huZDpI,LaTroy Strickland,https://play-lh.googleusercontent.com/a/AATXAJzLgl5XsPvFPNuAuzGg07FOE5lGsFBb661Pk_d_=mo,It's very convenient when it works but we often have to reinstall it to get it to work. Often times the printer can be located even though bother are on network.,3,0,8.3.109,6/2/2021 16:10,,,newest,com.hp.printercontrol
gp:AOqpTOEaIpEeDS4mT8ExEz8eVIKr0MzwT43dlY2V6UP4-3ZouTSFyfRseRCeKIPJ4vvrgULA18jecjujuIc3m5c,Amit Kushwah,https://play-lh.googleusercontent.com/a-/AOh14Ggp21kVlhpxMmeJP40odtz4-hjh-vK60safJybRYw,nice app but enlightenment system could have been better,3,0,8.6.0.29,5/31/2021 11:21,,,newest,com.hp.printercontrol
gp:AOqpTOF82sRGg2FhcKXDXR_JHqmtrK1_br41VPv2j8fk9hd4CkXGuSZyi_21R4OYfS-ljVvaDF7FPXvMWsXA9pE,Antonio Calculon,https://play-lh.googleusercontent.com/a-/AOh14GgSj35GrNgLsg9NyZ9xO8LxoFdjlYrtTccH_JLTYw,"Best camera scan app out there. The only downside is sometimes it hangs forever while processing, but other than that, the best. The printer functions are ok too. Update: it doesn't hang so often now, but for some reason JPG is now used as default saving format always and there is no way to change it, before it remembered the last format used. This is a HORRIBLE usability regression! I hope it is fixed soon...",3,5,8.6.0.29,5/31/2021 8:02,,,newest,com.hp.printercontrol
gp:AOqpTOENuvFk_JVjIdvMFr_4o4GgGbsTc9n5c-pLUf68Ro5k_5N3_SbIyux9lH0vnErOtEsMYD7mtYhRONnijqU,Bryan Tang Kwong Fatt,https://play-lh.googleusercontent.com/a-/AOh14GiJMPgOn_1E0TZ9T89rUsMRhb75vkYccK6yb9XULxc,the new updated hp smart apps is not as user friendly as previously. it's very troublesome to get the apps to do an auto scan with mobile,3,1,8.6.0.29,5/30/2021 23:48,,,newest,com.hp.printercontrol
gp:AOqpTOHinv00CGnWn-zTvOhYwP-ClnPC69edcX_XOobptETENT01nf8U8zOP3YpMyIqWy5pCcapQckhzbc2Ao1Q,Christine Bartyzel,https://play-lh.googleusercontent.com/a/AATXAJwwngKlTkt4jyWgGyqpyjGevrG2lDFhnwHD0_ud=mo,Ok,3,0,8.6.0.29,5/29/2021 17:32,,,newest,com.hp.printercontrol
gp:AOqpTOEeXPQv2WV9DIPBMfjvRzbNIQlMxAzxnZutrZagcKcGBkUksNrFlQa0J6LvsagJfPOIup36OY85ZRjqE7c,Syed Ali,https://play-lh.googleusercontent.com/a-/AOh14Gic_UuOnzFJbam7XqxIuaoMWTSvrneD7b-7jINByg,It's Userinterface is change for android and IOS and I don't like that the interface for IOS is better than android and I know that is in purpose,3,0,8.6.0.29,5/29/2021 9:32,,,newest,com.hp.printercontrol
gp:AOqpTOHBbiEDETQRE0PBkIUJk-qeyu7UkOQizWbfrZuWQBGM6ip2FcQeiKV_WY7HpTw5Qa5PzZCA-8paVCjwtf8,Sudarvanan art3gaming,https://play-lh.googleusercontent.com/a/AATXAJyvBpu0GDkZ6D2oaZ2do__AgK4clEKIq8TrmXsA=mo,it has many bugs and scanning speed could be faster and camera auto focus is soo poor,3,0,8.6.0.29,5/29/2021 3:05,,,newest,com.hp.printercontrol
gp:AOqpTOEEPn--zbIb_V61yt2U5EqWe9MNl_-QIBXcsD9UI4Bd3J-aUvgVLEJLBm3EX0pVboCnvrw1HleCi-pXisA,Jiří Král,https://play-lh.googleusercontent.com/a-/AOh14GhzwBhRlqGNtG48gXb8ivbKQz7PnRpdWWOO_WAuT1g,"You need to be signed in to properly use app features. Sorry, but this is stupid.",3,4,8.6.0.29,5/28/2021 19:44,,,newest,com.hp.printercontrol
gp:AOqpTOF35baN7bY9IJdJNOTYSea29T1NA7pVDoQRe1cSKwbwgZm8l4W0GLBpCRubXI5h9nBJ_3A-xpGYD_9Q5b0,Nithin GB,https://play-lh.googleusercontent.com/a-/AOh14GiVn905y5mUFKCvvx6UXzcvwZS5UhAFzsG0qoQX2w,Not optimised. Top portion getting cut off.,3,0,8.6.0.29,5/28/2021 17:02,,,newest,com.hp.printercontrol
gp:AOqpTOHNb8atg90CFuQj-ExC0AqxF2Pw3auUKcP2j9o8nAScBirgfPRwllOufbnaHvouIOj4sDPeEVv9cxqU2Qs,Mantavya Sethi,https://play-lh.googleusercontent.com/a/AATXAJwyRZEWqEkdh6jzrIgoGzJ_zkxKY-2oNs-L_TQn=mo,The app always worked well in the past but recently it rotates the image 360 degress and does not allow the user to rotate it back.....,3,0,8.6.0.29,5/28/2021 7:54,,,newest,com.hp.printercontrol
gp:AOqpTOGOCQyl8ehckd3R1PMmITDTkArwwGEe6EjAeJq8yNeQvDUd222welmzryvjzvMDa1LSIZatlStpXJU5QOo,Amber Lang,https://play-lh.googleusercontent.com/a/AATXAJzbDUt-OyitK8CCN0t1k2298h8WfftCACZgneTr=mo,Loved this app until the most recent update. Now it is unable to connect to my printer and print anything at all. Its completely useless now. This needs to be fixed asap. A lot of us use this app for work related things and is putting us way behind. Hope HP actually reads this and fixes it.,3,55,8.6.0.29,5/28/2021 0:30,,,newest,com.hp.printercontrol
gp:AOqpTOGDdY6doSj2cYvkgbU4FOad5cUfTP8p5SZatzvgh218mN5mz3gTUMML_ty7vgqx_EaSozFf3RprxVYIXp4,Steve Maxwell,https://play-lh.googleusercontent.com/a/AATXAJw6Tj1eVtlMQoxFvmmEk7SowQOkLE241w-29Zea=mo,"Sometimes it just stops connecting to the printer, usual HP software quality then which is poor and gas been for years!",3,0,8.6.0.29,5/27/2021 22:08,,,newest,com.hp.printercontrol
gp:AOqpTOF3DH8mcCRcYyzs2qUYvxQZpvaMZYlGMyCZYQ9bVmBsAAE6I3ZmMr4rdnjBoYlZsWD9MIDTr2RUDzY6Wlg,Dipjyoti Roy,https://play-lh.googleusercontent.com/a-/AOh14GjdEMyi6372vSfEyfJajB2cWs75O-plaLGDV6diXQ,Please add manual deplex freature in this application.,3,0,8.2.57,5/27/2021 10:39,,,newest,com.hp.printercontrol
gp:AOqpTOFWKX1OUnWVBWsDWp-LlrXyHte0DNFxmPviFYZM454WyFH6tzr63bdpXYrZs9QTQIV3HPsxQmroXxaFG3w,Tiamo Tshirana,https://play-lh.googleusercontent.com/a-/AOh14GiSbjDCKz2aLqE1pzY7ySRCLeQPcN6mCVQCC4YG,"It was good , it's an ok app just takes some time to figure out",3,1,,5/26/2021 19:24,,,newest,com.hp.printercontrol
gp:AOqpTOF71qprGSRGKeeO2mg8U1dS6pgJ7PcmavkLD8_rV8rZW4l9XlsFCbTBY7xqXl6SBQw5gvL_hv3G_HhcTKM,Dark Stroyer,https://play-lh.googleusercontent.com/a/AATXAJww2vJC-4fJ5zDkc_iiTOdLN9K_7AuqI74SHsqy=mo,Put some paper selection,3,0,8.6.0.29,5/26/2021 10:47,,,newest,com.hp.printercontrol
gp:AOqpTOHb7YBdCUTsOqlqauQI5xBz0QjJkZ4lWCv8d_YOS6aHcRUtLMgixKpZxJp-syJOmMVEUY-h6NdzyxT24DQ,Carl Lang,https://play-lh.googleusercontent.com/a/AATXAJxuI0EtTYdXdzcUoX5i5howPuaO_LJ5qVSUyiTJ=mo,"Half the time it doesn't contract to direct wifi. I have to u stall app, reinstall and start from scratch. Painful when I using my Android alot for out of office work.",3,0,8.1.51,5/25/2021 22:51,,,newest,com.hp.printercontrol
gp:AOqpTOEZ7qMZq1RgnN_kXYdoxC0eubb5UUB1Lqj5ZGCuDxYBSZi8vzSI005MVOjoQEPTRRzscobrja3WyqER_pA,Jeannette Thompson,https://play-lh.googleusercontent.com/a-/AOh14GhHU3BiBmLrTy9lEiey8cxZSvm2lkBdG16fNs-ijA,Not working with the hp1430.,3,0,8.6.0.29,5/25/2021 20:44,,,newest,com.hp.printercontrol
gp:AOqpTOEYPexzAxz5fYGhmAqquMVPKU29jGUBVm61qNcOlQX55OlLBD82p1LhYtyAbSGCI65UzQ09dN0ULlNRI1k,marjan erfani,https://play-lh.googleusercontent.com/a-/AOh14Gj1mJbNzXJdEmxnxfB7wa2pB22uI93pqyGU4B-xYw,when I want to save a scan I wish there's a option to choose existing file and not keep creating a new file. Hope this helps and consider. Thanks,3,0,8.6.0.29,5/25/2021 13:37,,,newest,com.hp.printercontrol
gp:AOqpTOEbADveGL5jK9Kg96PNw_zZrg9BEbjGzkaXf2ObA1CuWJDk_sJZKd4wvqI2jd0eaEgLbHlf4AWAcKamRmg,BENEDICT OWUSU YANKYERA,https://play-lh.googleusercontent.com/a/AATXAJwzV1M7OrX5BiYWNhAE-KLzVuguE4_nEHrPVZgB=mo,Taking too long tO launch,3,0,8.6.0.29,5/23/2021 1:17,,,newest,com.hp.printercontrol
gp:AOqpTOHHtBi4zeFWeVmIUymCD5dD_PiDEXD_t0r-Te4tKfdeRFNPwtxD2iJmC5KtOwXdrlhkNw6b18q11EMcjc0,Xiaoji Li,https://play-lh.googleusercontent.com/a/AATXAJwm3zNSMjFHP_qUdvEUtFOy83dA1UYJusSg0YyZ=mo,have to sign in every time to scan,3,0,8.6.0.29,5/21/2021 12:58,,,newest,com.hp.printercontrol
gp:AOqpTOEWZKG5x5entmTcoYppdYFXV4ISPQaUCqsz2EBXD-zJB2dZLhRNinJv9AtlsNJstHggprFnJE3HQQfczrI,Cole Haines,https://play-lh.googleusercontent.com/a-/AOh14GhPos0bg-KIp8jwZv_yULbTgMCklXuf_23tj28Y,"My printer wont print gifs, am I doing something wrong?",3,0,,5/20/2021 11:30,,,newest,com.hp.printercontrol
gp:AOqpTOEs1Y8-RnWX6Ag__GkmLv1uBVhHON0_W5jKksYEFhjwoGNfLAagP9zjWUluc8NHfzZRZhYASvxpQ7OaMss,Joyal Ebenezer,https://play-lh.googleusercontent.com/a/AATXAJxBC5LCDDoXPEzCujxr3Nz8DyIQg0e_aJ6CKFzLJg=mo,it's Good.,3,0,8.6.0.29,5/19/2021 16:06,,,newest,com.hp.printercontrol
gp:AOqpTOHk2Th_e_b5bkf8bdm-ekjcbktIOdf6fB_wsjAjszO-FbKzkHCfqCZ_jys6ZeSrv_o4cMGnI34d47oYNSk,Tobi Meu,https://play-lh.googleusercontent.com/a-/AOh14Gh_ChZQqKZHumedK-1oCdrV9MgMCPvC94QqZnyTaQ,"The useful functions of the App work fine. The problem is the super anoying stuff, where HP tries to push people to buy supplies and create an HP account. 🤮",3,1,8.6.0.29,5/19/2021 15:33,,,newest,com.hp.printercontrol
gp:AOqpTOELWhLkjCmXDg4H4AE6Vq8lwTm7aehnWVXL7bycgCJmdkmUH6G8bj98aqnqe-jSFo_JqfvJ3mz_uUA_FYU,Nikita Orton,https://play-lh.googleusercontent.com/a-/AOh14GhzIfLA4TiVohOO8TYN16anBUS07R0w2EQ8CHtR,Please add customisable print sizes! I've wasted alot of paper and ink testing out different print sizes and still don't have the right size I need,3,0,8.6.0.29,5/18/2021 16:09,,,newest,com.hp.printercontrol
gp:AOqpTOHgmrg1anXA8wYdoJhzqoJHtWivkNtu5ggKsw1VM6O3lyMGBvpHCQNkElhWUVnDtklwpj_P8A_ezeLWCKQ,George Dennie,https://play-lh.googleusercontent.com/a/AATXAJz60MMBQlLkR_mBK0PCWH_wA2yATGJNB1pjDo52=mo,can no longer do automatic duplex scan,3,0,8.6.0.29,5/18/2021 16:04,,,newest,com.hp.printercontrol
gp:AOqpTOGQtDCmM6E-GjI2LMHbp88ru1LzmTHvywbDA5PjYt3_UqmrdqfCdYkCrDwzFNEgh9KoYAYYMQ7wlLOJMSY,Cassandra Conard,https://play-lh.googleusercontent.com/a-/AOh14GhYpKk7A1U7400mrWgFP_NwEkl8Z2i2u6X-01xw,great when it works,3,0,8.6.0.29,5/18/2021 15:36,,,newest,com.hp.printercontrol
gp:AOqpTOFfqCcmBBXsltOw-OwCPnjhBZoRaTQeDp6BRmaXcQiWQC5Hbc-AraKKS9ChH5IUJ9oRsrBK3jZJzlhYPD8,harrylee17,https://play-lh.googleusercontent.com/a/AATXAJyx-L_KHiSf7flv2SX7CbyLelainrxZPXuKJKJY=mo,"not very good interface, wait time too long and sometimes no response at all.",3,0,8.6.0.29,5/17/2021 19:18,,,newest,com.hp.printercontrol
gp:AOqpTOEO09i0F_yRQQFslQ6PRkzssb6jB606jJFsn4W1gPLCc3F1yd_tVw1KHBC1V8yBG8H4OrfB7LdzZ2Blkgc,JonSosa,https://play-lh.googleusercontent.com/a-/AOh14GiOTqHs9gFTRFVF8WWSF7mGBpmWgWxmBdFXXVliHQ,Its ok,3,0,8.2.57,5/17/2021 19:17,,,newest,com.hp.printercontrol
gp:AOqpTOHEz31zOakC6EuofLBweJbI09YgNEaTsKpoMP4_YWZHJ7Jat-bEQW3SvAfhPw_fzc7E9K0uZQaZqC63rUY,Brian Clayton,https://play-lh.googleusercontent.com/a-/AOh14Gg01pMhugzPg8p_S3gSga_j6FICmydPDfdXIEn38T4,A bit non user friendly,3,0,8.6.0.29,5/17/2021 18:06,,,newest,com.hp.printercontrol
gp:AOqpTOH-AYVP552ZVIWHhJjfba9CzT4vi6WYI5ZOL80R5BWRmtQThP_EllyonlKjQ8wLhCtpUJWTgU72RKs7d5Y,Geneva Addo,https://play-lh.googleusercontent.com/a/AATXAJxtLPSZJ_wgMMTzH04daanoepCvIwpl3K9zMwtQ=mo,I am trying to setup a new printer. Please fix the problem with this app.,3,0,8.6.0.29,5/16/2021 3:17,,,newest,com.hp.printercontrol
gp:AOqpTOFxf_dLkL5IxQ5mf14vH75mLA55zDiAf5A_FgAhey-AglQZPWBWd3wqFqneO78jGvfBdzuS2cLf8hZKTAk,Aaron Ace,https://play-lh.googleusercontent.com/a-/AOh14GhEfS4BLA8TUeUooXAx1RLmKn4NR0HAUnxk7GZ_pA,"When it wants to work, it works well. When it doesn't, there's no easy solution",3,0,8.6.0.29,5/15/2021 21:31,,,newest,com.hp.printercontrol
gp:AOqpTOHPf6aVDHhg5fDGKp08610nTkMxf-CPR44zeMYmAwocN-U14EoBXqYV9iOBfLaPVbAujB2LBW8yD_3dz0c,Lucas Refrigerated,https://play-lh.googleusercontent.com/a/AATXAJxDy5lyYoSsS2SUUDplER1ze9BJ5vh4Ld0f5htX=mo,"Works pretty good, a little finicky though, lots of updates",3,0,8.6.0.29,5/15/2021 19:48,,,newest,com.hp.printercontrol
gp:AOqpTOFfEPuL8KxrLxd62A28VxXgqv5mUugDk_4iN6sl-IbZLAD7vj2cV1kM23NEf2sqrgl56CZWdWveAmSt5Yw,Alexander Ratcliffe,https://play-lh.googleusercontent.com/a-/AOh14GhQ086hrjxVnq3hAm1r4ihKMuJujiF1j4J0LfMuVVU,"Printing fine, but with scanning no ability to do manual duplex (scan all side 1s, then flip to scan all side 2s), nor ability to scan additional pages in a batch so no way to scan both sides of a document.",3,1,8.6.0.29,5/14/2021 20:53,,,newest,com.hp.printercontrol
gp:AOqpTOGczplS_KmWVza4PzXpXEp9PQdG91quc2TMideUf3Ca6bfOnRLJzBh4u6Ub6VvV1D2_XHt_hREZvn-VbCU,Jennifer Person,https://play-lh.googleusercontent.com/a-/AOh14GhUzMgeTryujZ_rWsmbjxfwZafcJwB4UJHKLmU0pQ,"This has been working great for months, it has really been an integral part of Distance Learning. Now, all of a sudden, everything I scan gets flipped around the wrong direction and there is no rotate button to fit it. What did you people do to your app!?",3,3,8.6.0.29,5/14/2021 20:34,,,newest,com.hp.printercontrol
gp:AOqpTOFpZupYLBGb_I-G8sY3L761jSwDNCYHhTC6L-ujHSQ4S9v7e18MI4GOXeBzBcW_8qyzMqx6vThfwakqunk,Pak Kriss Ibu Kriss,https://play-lh.googleusercontent.com/a-/AOh14GiaA4rg5bMt9VNk-5TLcwVUgvcXPUBTxWwO3ptT,missing both sites scan from feeder,3,0,8.6.0.29,5/14/2021 8:50,,,newest,com.hp.printercontrol
gp:AOqpTOGLTTm7yBl4gay-QhjqI1cXeaCzB680dSFNXRQuHofqvn0schm9l9fhzI31xLCok-UyaPnRQdixLXdP88o,Franchette Favard,https://play-lh.googleusercontent.com/a/AATXAJwk-E53e8Vilsbx48_g-50C-tEgcfumMTTGNJN8=mo,no automatic scan picture,3,0,8.6.0.29,5/13/2021 18:25,,,newest,com.hp.printercontrol
gp:AOqpTOHSB9nZUQ19e6QtenKR2qKi3xDlDbZSGJTZI05hkLLwtfTaWqxG3oBokj4mXUlveAPdI8seATRqjr8vmvk,Michael Emm,https://play-lh.googleusercontent.com/a-/AOh14GjEoJEtUJHHEBw2BRqxD0OBWbZdLH61aiidR9X0-Q,"Useless, does not work, connection is weak, did some scanning, can't find the, 23 pages scanned",3,0,8.6.0.29,5/13/2021 15:04,,,newest,com.hp.printercontrol
gp:AOqpTOEFxGMTDbSW-RhQMHtPkgVHPSGjujpFbfWGba3OYX-E4W24XQimW4rK2Fx7FZN2nhEDBSuN9TqZexHPoVo,Christine Scott,https://play-lh.googleusercontent.com/a-/AOh14GiYnmbyRLZpep9zZ0Nw6fkNK8OZFZOFLLFWzXaqXYE,Goes down alot,3,0,8.6.0.29,5/13/2021 12:20,,,newest,com.hp.printercontrol
gp:AOqpTOFY60RiGepz-40Wde_FfSmIbNSsCucErCdrUR74ZHXU6KEx1E5qufDqGDJrfxL5ZOFV1Hf1RtxxwbrUPLY,Paul Elliott,https://play-lh.googleusercontent.com/a-/AOh14GibOZa8_ldQZGxDHUoxxgWGXQ3CZ_HpGORv8yrldg,"Fantastic printer and good app. BUT, it seems to frequently update requiring you to sign-in again and/or stops printing on mobile devices.",3,1,8.6.0.29,5/13/2021 10:23,,,newest,com.hp.printercontrol
gp:AOqpTOG3gMF_nSKBotW1cWbjvfGYGD2ngHCZ07foEZD0oHgSjTI4eSUNZ5o09izvX9B3d70nn195SRoR1vf1fKs,Lebogang Masoga,https://play-lh.googleusercontent.com/a-/AOh14GiGq9RUATKZKs5UGUHwl1KM-SkP4EQUoCOAt_wrsA,I can't print double sided,3,0,8.2.57,5/13/2021 8:16,,,newest,com.hp.printercontrol
gp:AOqpTOGXM9YOUSjBnoJq6-5HAteBn5EMZueJFCDKAyBkeUoNFKvC3CBlTxTgyLEsACqmphENLmFpC23zTugu6Dk,Kumarie Ram,https://play-lh.googleusercontent.com/a/AATXAJx_8TyEwDaMJVIFxTLBCNB1wp2E6PpLzOCkT4wB=mo,this app is easy to use but missing alot and i cant use the scanner very low,3,1,8.6.0.29,5/11/2021 22:46,,,newest,com.hp.printercontrol
gp:AOqpTOHuOJ01NsXJT56bAoA6wJnnFRVCoouRmow5iWPqXkIuQ5rA5LDumZPvPbQ-caSpuZcHzwlHsuiyNtRvE-c,Daniel Clippert,https://play-lh.googleusercontent.com/a-/AOh14Gh9ZHtfGzncNyob6iUtVw9fbBCpMNeNpKsC9i9Tr5I,Should not need an account to scan a document. I have enough log ins. I don't like having to remember another password for an account that serves no pupose to me.,3,1,8.6.0.29,5/11/2021 11:10,,,newest,com.hp.printercontrol
