responseId,view_label,ID_enter,ID_exit,videos,video_time,datetimestamp_start,datetimestamp_end,date,signaling,congestion_enter_rating,congestion_exit_rating,time_segment_id,cycle_phase
fIsHab6oJ6SXmecP9PbSyA8,Norman Niles #1,time_segment_4894_Norman Niles #1_congestion_enter_rating,time_segment_4894_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-24-45.mp4,2025-10-26 16:24:45,2025-10-26 16:24:42,2025-10-26 16:25:42,2025-10-26,low,light delay,free flowing,4894,test_input_15
FIwHaf3DO8jtnvgP8NiHuAw,Norman Niles #1,time_segment_4895_Norman Niles #1_congestion_enter_rating,time_segment_4895_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-25-45.mp4,2025-10-26 16:25:45,2025-10-26 16:25:40,2025-10-26 16:26:41,2025-10-26,medium,free flowing,free flowing,4895,test_input_15
y4kHafHyOOK2nvgPsZGZ4Aw,Norman Niles #1,time_segment_4896_Norman Niles #1_congestion_enter_rating,time_segment_4896_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-26-45.mp4,2025-10-26 16:26:45,2025-10-26 16:26:42,2025-10-26 16:27:42,2025-10-26,high,free flowing,free flowing,4896,test_input_15
GYsHaducDrzA698P_KuO8AM,Norman Niles #1,time_segment_4897_Norman Niles #1_congestion_enter_rating,time_segment_4897_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-27-45.mp4,2025-10-26 16:27:45,2025-10-26 16:27:40,2025-10-26 16:28:00,2025-10-26,none,free flowing,free flowing,4897,test_input_15
RosHadm0EsjtnvgP8NiHuAw,Norman Niles #1,time_segment_4898_Norman Niles #1_congestion_enter_rating,time_segment_4898_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-28-45.mp4,2025-10-26 16:28:45,2025-10-26 16:28:42,2025-10-26 16:29:42,2025-10-26,low,free flowing,free flowing,4898,test_input_15
0okHacD3JuK2nvgPsZGZ4Aw,Norman Niles #1,time_segment_4899_Norman Niles #1_congestion_enter_rating,time_segment_4899_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-29-45.mp4,2025-10-26 16:29:45,2025-10-26 16:29:40,2025-10-26 16:30:40,2025-10-26,low,light delay,free flowing,4899,test_input_15
0YkHadfINbOv3NoPq7G46QE,Norman Niles #1,time_segment_4900_Norman Niles #1_congestion_enter_rating,time_segment_4900_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-30-45.mp4,2025-10-26 16:30:45,2025-10-26 16:30:41,2025-10-26 16:31:41,2025-10-26,high,moderate delay,free flowing,4900,test_input_15
0YkHaZONL7XOnvgP3YW5kQs,Norman Niles #1,time_segment_4901_Norman Niles #1_congestion_enter_rating,time_segment_4901_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-31-45.mp4,2025-10-26 16:31:45,2025-10-26 16:31:38,2025-10-26 16:32:40,2025-10-26,none,free flowing,free flowing,4901,test_input_15
9okHaYXpJsjtnvgP8NiHuAw,Norman Niles #1,time_segment_4902_Norman Niles #1_congestion_enter_rating,time_segment_4902_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-32-45.mp4,2025-10-26 16:32:45,2025-10-26 16:32:41,2025-10-26 16:33:41,2025-10-26,low,free flowing,free flowing,4902,test_input_15
6IwHacaCE-K2nvgPsZGZ4Aw,Norman Niles #1,time_segment_4903_Norman Niles #1_congestion_enter_rating,time_segment_4903_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-33-45.mp4,2025-10-26 16:33:45,2025-10-26 16:33:44,2025-10-26 16:34:43,2025-10-26,none,free flowing,free flowing,4903,test_input_15
RYsHadeZMLzA698P_KuO8AM,Norman Niles #1,time_segment_4904_Norman Niles #1_congestion_enter_rating,time_segment_4904_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-34-45.mp4,2025-10-26 16:34:45,2025-10-26 16:34:44,2025-10-26 16:35:41,2025-10-26,none,free flowing,free flowing,4904,test_input_15
VosHafyrLNP_ld8Piv3HsQo,Norman Niles #1,time_segment_4905_Norman Niles #1_congestion_enter_rating,time_segment_4905_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-35-45.mp4,2025-10-26 16:35:45,2025-10-26 16:35:42,2025-10-26 16:36:40,2025-10-26,none,free flowing,free flowing,4905,test_input_15
04kHae_fKtm7nvgPq8e12AU,Norman Niles #1,time_segment_4906_Norman Niles #1_congestion_enter_rating,time_segment_4906_Norman Niles #1_congestion_exit_rating,normanniles1/normanniles1_2025-10-26-16-36-45.mp4,2025-10-26 16:36:45,2025-10-26 16:36:40,2025-10-26 16:37:41,2025-10-26,none,free flowing,free flowing,4906,test_input_15
7IkHaYxe2IPY-A_IpprJDA,Norman Niles #2,time_segment_112_Norman Niles #2_congestion_enter_rating,time_segment_112_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-52-45.mp4,2025-10-20 07:52:45,2025-10-20 07:52:46,2025-10-20 07:53:45,2025-10-20,none,free flowing,free flowing,112,test_input_15
zIkHaZe0Fr-envgP6uGTmAE,Norman Niles #2,time_segment_113_Norman Niles #2_congestion_enter_rating,time_segment_113_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-53-45.mp4,2025-10-20 07:53:45,2025-10-20 07:53:46,2025-10-20 07:54:45,2025-10-20,none,free flowing,free flowing,113,test_input_15
24wHabLnCp__698PweWaiQ4,Norman Niles #2,time_segment_114_Norman Niles #2_congestion_enter_rating,time_segment_114_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-54-45.mp4,2025-10-20 07:54:45,2025-10-20 07:54:46,2025-10-20 07:55:00,2025-10-20,none,free flowing,free flowing,114,test_input_15
B4oHaZ3aEuK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_115_Norman Niles #2_congestion_enter_rating,time_segment_115_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-55-45.mp4,2025-10-20 07:55:45,2025-10-20 07:55:46,2025-10-20 07:56:45,2025-10-20,none,free flowing,free flowing,115,test_input_15
h4wHaYGCO-aQ2PgPqvKU8As,Norman Niles #2,time_segment_116_Norman Niles #2_congestion_enter_rating,time_segment_116_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-56-45.mp4,2025-10-20 07:56:45,2025-10-20 07:56:46,2025-10-20 07:57:45,2025-10-20,none,free flowing,free flowing,116,test_input_15
CYsHadmuAuK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_117_Norman Niles #2_congestion_enter_rating,time_segment_117_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-57-45.mp4,2025-10-20 07:57:45,2025-10-20 07:57:46,2025-10-20 07:58:45,2025-10-20,none,free flowing,free flowing,117,test_input_15
7ooHad-oDJ__698PweWaiQ4,Norman Niles #2,time_segment_118_Norman Niles #2_congestion_enter_rating,time_segment_118_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-58-45.mp4,2025-10-20 07:58:45,2025-10-20 07:58:46,2025-10-20 07:59:46,2025-10-20,none,free flowing,free flowing,118,test_input_15
BYoHafTJIJehmecPss7LwQo,Norman Niles #2,time_segment_119_Norman Niles #2_congestion_enter_rating,time_segment_119_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-07-59-45.mp4,2025-10-20 07:59:45,2025-10-20 07:59:46,2025-10-20 08:00:45,2025-10-20,none,free flowing,free flowing,119,test_input_15
BooHadqALbzA698P_KuO8AM,Norman Niles #2,time_segment_120_Norman Niles #2_congestion_enter_rating,time_segment_120_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-00-45.mp4,2025-10-20 08:00:45,2025-10-20 08:00:46,2025-10-20 08:01:45,2025-10-20,none,free flowing,free flowing,120,test_input_15
24wHaYqrLrXOnvgP3YW5kQs,Norman Niles #2,time_segment_121_Norman Niles #2_congestion_enter_rating,time_segment_121_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-01-45.mp4,2025-10-20 08:01:45,2025-10-20 08:01:46,2025-10-20 08:02:45,2025-10-20,none,free flowing,free flowing,121,test_input_15
GYsHaeOvC6-vnvgPjoXZqA0,Norman Niles #2,time_segment_122_Norman Niles #2_congestion_enter_rating,time_segment_122_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-02-45.mp4,2025-10-20 08:02:45,2025-10-20 08:02:46,2025-10-20 08:03:45,2025-10-20,none,free flowing,free flowing,122,test_input_15
KYsHaZ_DFK-vnvgPjoXZqA0,Norman Niles #2,time_segment_123_Norman Niles #2_congestion_enter_rating,time_segment_123_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-03-45.mp4,2025-10-20 08:03:45,2025-10-20 08:03:46,2025-10-20 08:04:45,2025-10-20,none,free flowing,free flowing,123,test_input_15
6okHaZqREJ__698PweWaiQ4,Norman Niles #2,time_segment_124_Norman Niles #2_congestion_enter_rating,time_segment_124_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-04-45.mp4,2025-10-20 08:04:45,2025-10-20 08:04:46,2025-10-20 08:05:45,2025-10-20,none,free flowing,free flowing,124,test_input_15
GosHac3eGrmfnvgPoaTSqQ0,Norman Niles #2,time_segment_125_Norman Niles #2_congestion_enter_rating,time_segment_125_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-05-45.mp4,2025-10-20 08:05:45,2025-10-20 08:05:46,2025-10-20 08:06:45,2025-10-20,none,free flowing,free flowing,125,test_input_15
74kHaZiXHtiD2PgPyKaayQw,Norman Niles #2,time_segment_126_Norman Niles #2_congestion_enter_rating,time_segment_126_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-08-06-45.mp4,2025-10-20 08:06:45,2025-10-20 08:06:46,2025-10-20 08:07:45,2025-10-20,none,free flowing,free flowing,126,test_input_15
IYsHaZnjE4rQnvgPpPTHwA4,Norman Niles #2,time_segment_181_Norman Niles #2_congestion_enter_rating,time_segment_181_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-01-45.mp4,2025-10-20 09:01:45,2025-10-20 09:01:46,2025-10-20 09:02:46,2025-10-20,none,free flowing,free flowing,181,test_input_15
DY0Hac-dKbXOnvgP3YW5kQs,Norman Niles #2,time_segment_182_Norman Niles #2_congestion_enter_rating,time_segment_182_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-02-45.mp4,2025-10-20 09:02:45,2025-10-20 09:02:46,2025-10-20 09:03:45,2025-10-20,low,free flowing,free flowing,182,test_input_15
AYoHaezsL8eTmecPu8rsgQE,Norman Niles #2,time_segment_183_Norman Niles #2_congestion_enter_rating,time_segment_183_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-03-45.mp4,2025-10-20 09:03:45,2025-10-20 09:03:46,2025-10-20 09:04:45,2025-10-20,none,free flowing,free flowing,183,test_input_15
_IwHaa37AbmfnvgPoaTSqQ0,Norman Niles #2,time_segment_184_Norman Niles #2_congestion_enter_rating,time_segment_184_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-04-45.mp4,2025-10-20 09:04:45,2025-10-20 09:04:46,2025-10-20 09:05:45,2025-10-20,none,free flowing,free flowing,184,test_input_15
6IkHae_PFOaQ2PgPqvKU8As,Norman Niles #2,time_segment_185_Norman Niles #2_congestion_enter_rating,time_segment_185_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-05-45.mp4,2025-10-20 09:05:45,2025-10-20 09:05:46,2025-10-20 09:06:45,2025-10-20,none,free flowing,free flowing,185,test_input_15
HI0Hac2yOaHXnvgP76fxyQI,Norman Niles #2,time_segment_186_Norman Niles #2_congestion_enter_rating,time_segment_186_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-06-45.mp4,2025-10-20 09:06:45,2025-10-20 09:06:46,2025-10-20 09:07:45,2025-10-20,none,free flowing,free flowing,186,test_input_15
1IkHad6MDsjtnvgP8NiHuAw,Norman Niles #2,time_segment_187_Norman Niles #2_congestion_enter_rating,time_segment_187_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-07-45.mp4,2025-10-20 09:07:45,2025-10-20 09:07:46,2025-10-20 09:08:45,2025-10-20,none,free flowing,free flowing,187,test_input_15
0okHacCTGNiD2PgPyKaayQw,Norman Niles #2,time_segment_188_Norman Niles #2_congestion_enter_rating,time_segment_188_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-08-45.mp4,2025-10-20 09:08:45,2025-10-20 09:08:46,2025-10-20 09:09:45,2025-10-20,none,free flowing,free flowing,188,test_input_15
D4sHadfABeaQ2PgPqvKU8As,Norman Niles #2,time_segment_189_Norman Niles #2_congestion_enter_rating,time_segment_189_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-09-45.mp4,2025-10-20 09:09:45,2025-10-20 09:09:46,2025-10-20 09:10:45,2025-10-20,none,free flowing,free flowing,189,test_input_15
0okHaYbtCqOdmecPmP768Ag,Norman Niles #2,time_segment_190_Norman Niles #2_congestion_enter_rating,time_segment_190_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-10-45.mp4,2025-10-20 09:10:45,2025-10-20 09:10:46,2025-10-20 09:11:45,2025-10-20,none,free flowing,free flowing,190,test_input_15
BYoHafWwIq-vnvgPjoXZqA0,Norman Niles #2,time_segment_191_Norman Niles #2_congestion_enter_rating,time_segment_191_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-11-45.mp4,2025-10-20 09:11:45,2025-10-20 09:11:46,2025-10-20 09:12:45,2025-10-20,none,free flowing,free flowing,191,test_input_15
_osHabKBHbXOnvgP3YW5kQs,Norman Niles #2,time_segment_192_Norman Niles #2_congestion_enter_rating,time_segment_192_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-12-45.mp4,2025-10-20 09:12:45,2025-10-20 09:12:46,2025-10-20 09:13:45,2025-10-20,none,free flowing,free flowing,192,test_input_15
zYkHafe2H9iD2PgPyKaayQw,Norman Niles #2,time_segment_193_Norman Niles #2_congestion_enter_rating,time_segment_193_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-13-45.mp4,2025-10-20 09:13:45,2025-10-20 09:13:46,2025-10-20 09:14:46,2025-10-20,none,free flowing,free flowing,193,test_input_15
-IwHacC9J7Ov3NoPq7G46QE,Norman Niles #2,time_segment_194_Norman Niles #2_congestion_enter_rating,time_segment_194_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-14-45.mp4,2025-10-20 09:14:45,2025-10-20 09:14:46,2025-10-20 09:15:45,2025-10-20,none,free flowing,free flowing,194,test_input_15
A4oHaYatI9iD2PgPyKaayQw,Norman Niles #2,time_segment_195_Norman Niles #2_congestion_enter_rating,time_segment_195_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-09-15-45.mp4,2025-10-20 09:15:45,2025-10-20 09:15:46,2025-10-20 09:16:45,2025-10-20,none,free flowing,free flowing,195,test_input_15
04kHaaXYOIrQnvgPpPTHwA4,Norman Niles #2,time_segment_275_Norman Niles #2_congestion_enter_rating,time_segment_275_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-36-45.mp4,2025-10-20 10:36:45,2025-10-20 10:36:46,2025-10-20 10:37:45,2025-10-20,medium,moderate delay,free flowing,275,test_input_15
24wHaYLNILOv3NoPq7G46QE,Norman Niles #2,time_segment_276_Norman Niles #2_congestion_enter_rating,time_segment_276_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-37-45.mp4,2025-10-20 10:37:45,2025-10-20 10:37:46,2025-10-20 10:38:45,2025-10-20,high,free flowing,free flowing,276,test_input_15
JI0HacXJIOK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_277_Norman Niles #2_congestion_enter_rating,time_segment_277_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-38-45.mp4,2025-10-20 10:38:45,2025-10-20 10:38:46,2025-10-20 10:39:45,2025-10-20,low,free flowing,free flowing,277,test_input_15
A40HacLNJa-vnvgPjoXZqA0,Norman Niles #2,time_segment_278_Norman Niles #2_congestion_enter_rating,time_segment_278_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-39-45.mp4,2025-10-20 10:39:45,2025-10-20 10:39:46,2025-10-20 10:40:45,2025-10-20,low,heavy delay,free flowing,278,test_input_15
0YkHadGQJ7zA698P_KuO8AM,Norman Niles #2,time_segment_279_Norman Niles #2_congestion_enter_rating,time_segment_279_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-40-45.mp4,2025-10-20 10:40:45,2025-10-20 10:40:46,2025-10-20 10:41:45,2025-10-20,low,light delay,free flowing,279,test_input_15
dIsHafKoJ7XOnvgP3YW5kQs,Norman Niles #2,time_segment_280_Norman Niles #2_congestion_enter_rating,time_segment_280_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-41-45.mp4,2025-10-20 10:41:45,2025-10-20 10:41:46,2025-10-20 10:42:45,2025-10-20,low,free flowing,free flowing,280,test_input_15
EYsHafiCBLzA698P_KuO8AM,Norman Niles #2,time_segment_281_Norman Niles #2_congestion_enter_rating,time_segment_281_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-42-45.mp4,2025-10-20 10:42:45,2025-10-20 10:42:46,2025-10-20 10:43:45,2025-10-20,none,free flowing,free flowing,281,test_input_15
7YoHabWpL5KdmecPt_3RiQ4,Norman Niles #2,time_segment_282_Norman Niles #2_congestion_enter_rating,time_segment_282_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-43-45.mp4,2025-10-20 10:43:45,2025-10-20 10:43:46,2025-10-20 10:44:45,2025-10-20,low,free flowing,free flowing,282,test_input_15
SIsHadbcOaCVmecP_oCp4QE,Norman Niles #2,time_segment_283_Norman Niles #2_congestion_enter_rating,time_segment_283_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-45-45.mp4,2025-10-20 10:45:45,2025-10-20 10:45:46,2025-10-20 10:46:45,2025-10-20,low,light delay,free flowing,283,test_input_15
BYoHaer7BtCT3NoP8rPIoA0,Norman Niles #2,time_segment_284_Norman Niles #2_congestion_enter_rating,time_segment_284_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-46-45.mp4,2025-10-20 10:46:45,2025-10-20 10:46:46,2025-10-20 10:47:45,2025-10-20,high,free flowing,free flowing,284,test_input_15
A40Hafa6IaHXnvgP76fxyQI,Norman Niles #2,time_segment_285_Norman Niles #2_congestion_enter_rating,time_segment_285_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-47-45.mp4,2025-10-20 10:47:45,2025-10-20 10:47:46,2025-10-20 10:48:45,2025-10-20,low,light delay,free flowing,285,test_input_15
IYsHad61A6qpmecP5vCV0AQ,Norman Niles #2,time_segment_286_Norman Niles #2_congestion_enter_rating,time_segment_286_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-48-45.mp4,2025-10-20 10:48:45,2025-10-20 10:48:46,2025-10-20 10:49:45,2025-10-20,medium,light delay,free flowing,286,test_input_15
IIsHaYaTOorQnvgPpPTHwA4,Norman Niles #2,time_segment_287_Norman Niles #2_congestion_enter_rating,time_segment_287_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-49-45.mp4,2025-10-20 10:49:45,2025-10-20 10:49:46,2025-10-20 10:50:45,2025-10-20,none,moderate delay,free flowing,287,test_input_15
DosHaaHtObXOnvgP3YW5kQs,Norman Niles #2,time_segment_288_Norman Niles #2_congestion_enter_rating,time_segment_288_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-50-45.mp4,2025-10-20 10:50:45,2025-10-20 10:50:46,2025-10-20 10:51:45,2025-10-20,low,light delay,free flowing,288,test_input_15
2YwHaYu9EuK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_289_Norman Niles #2_congestion_enter_rating,time_segment_289_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-10-51-45.mp4,2025-10-20 10:51:45,2025-10-20 10:51:46,2025-10-20 10:52:46,2025-10-20,low,moderate delay,free flowing,289,test_input_15
HI0Had2PMorQnvgPpPTHwA4,Norman Niles #2,time_segment_344_Norman Niles #2_congestion_enter_rating,time_segment_344_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-47-45.mp4,2025-10-20 11:47:45,2025-10-20 11:47:46,2025-10-20 11:48:46,2025-10-20,none,free flowing,free flowing,344,test_input_15
7IkHad_1GKHXnvgP76fxyQI,Norman Niles #2,time_segment_345_Norman Niles #2_congestion_enter_rating,time_segment_345_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-48-45.mp4,2025-10-20 11:48:45,2025-10-20 11:48:46,2025-10-20 11:49:45,2025-10-20,medium,light delay,free flowing,345,test_input_15
3YwHaeuwA9m7nvgPq8e12AU,Norman Niles #2,time_segment_346_Norman Niles #2_congestion_enter_rating,time_segment_346_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-49-45.mp4,2025-10-20 11:49:45,2025-10-20 11:49:46,2025-10-20 11:50:45,2025-10-20,low,moderate delay,free flowing,346,test_input_15
0YkHaeLeOuK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_347_Norman Niles #2_congestion_enter_rating,time_segment_347_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-50-45.mp4,2025-10-20 11:50:45,2025-10-20 11:50:46,2025-10-20 11:51:00,2025-10-20,low,moderate delay,free flowing,347,test_input_15
0YkHaZPzKNP_ld8Piv3HsQo,Norman Niles #2,time_segment_348_Norman Niles #2_congestion_enter_rating,time_segment_348_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-51-45.mp4,2025-10-20 11:51:45,2025-10-20 11:51:46,2025-10-20 11:52:59,2025-10-20,low,moderate delay,light delay,348,test_input_15
24wHabvrKqHXnvgP76fxyQI,Norman Niles #2,time_segment_349_Norman Niles #2_congestion_enter_rating,time_segment_349_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-52-45.mp4,2025-10-20 11:52:45,2025-10-20 11:52:46,2025-10-20 11:53:59,2025-10-20,low,light delay,free flowing,349,test_input_15
PYoHacncKaHXnvgP76fxyQI,Norman Niles #2,time_segment_350_Norman Niles #2_congestion_enter_rating,time_segment_350_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-53-45.mp4,2025-10-20 11:53:45,2025-10-20 11:53:46,2025-10-20 11:54:46,2025-10-20,low,free flowing,free flowing,350,test_input_15
EYwHaYG5CeK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_351_Norman Niles #2_congestion_enter_rating,time_segment_351_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-54-45.mp4,2025-10-20 11:54:45,2025-10-20 11:54:46,2025-10-20 11:55:59,2025-10-20,none,moderate delay,free flowing,351,test_input_15
04kHacLUMLHZnvgPgt-ZqQs,Norman Niles #2,time_segment_352_Norman Niles #2_congestion_enter_rating,time_segment_352_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-55-45.mp4,2025-10-20 11:55:45,2025-10-20 11:55:46,2025-10-20 11:56:45,2025-10-20,low,free flowing,free flowing,352,test_input_15
7YkHadTpE7mfnvgPoaTSqQ0,Norman Niles #2,time_segment_353_Norman Niles #2_congestion_enter_rating,time_segment_353_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-56-45.mp4,2025-10-20 11:56:45,2025-10-20 11:56:46,2025-10-20 11:57:46,2025-10-20,none,moderate delay,free flowing,353,test_input_15
A4oHaY3UHf_rld8Pu42kgAM,Norman Niles #2,time_segment_354_Norman Niles #2_congestion_enter_rating,time_segment_354_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-57-45.mp4,2025-10-20 11:57:45,2025-10-20 11:57:46,2025-10-20 11:58:45,2025-10-20,medium,free flowing,free flowing,354,test_input_15
IYsHadq3AdmqmecPxebXqQE,Norman Niles #2,time_segment_355_Norman Niles #2_congestion_enter_rating,time_segment_355_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-58-45.mp4,2025-10-20 11:58:45,2025-10-20 11:58:46,2025-10-20 11:59:59,2025-10-20,none,moderate delay,free flowing,355,test_input_15
cIsHaeWcMtP_ld8Piv3HsQo,Norman Niles #2,time_segment_356_Norman Niles #2_congestion_enter_rating,time_segment_356_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-11-59-45.mp4,2025-10-20 11:59:45,2025-10-20 11:59:46,2025-10-20 12:00:59,2025-10-20,low,free flowing,free flowing,356,test_input_15
0okHad7PJOK2nvgPsZGZ4Aw,Norman Niles #2,time_segment_357_Norman Niles #2_congestion_enter_rating,time_segment_357_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-12-00-45.mp4,2025-10-20 12:00:45,2025-10-20 12:00:46,2025-10-20 12:01:00,2025-10-20,none,light delay,free flowing,357,test_input_15
0okHacrFDbmfnvgPoaTSqQ0,Norman Niles #2,time_segment_358_Norman Niles #2_congestion_enter_rating,time_segment_358_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-12-01-45.mp4,2025-10-20 12:01:45,2025-10-20 12:01:46,2025-10-20 12:02:45,2025-10-20,medium,moderate delay,free flowing,358,test_input_15
IYsHaeiABZSgmecP8YHv4Qc,Norman Niles #2,time_segment_449_Norman Niles #2_congestion_enter_rating,time_segment_449_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-13-33-45.mp4,2025-10-20 13:33:45,2025-10-20 13:33:46,2025-10-20 13:34:45,2025-10-20,medium,light delay,free flowing,449,test_input_15
BIoHaajQKqHXnvgP76fxyQI,Norman Niles #2,time_segment_450_Norman Niles #2_congestion_enter_rating,time_segment_450_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-13-34-45.mp4,2025-10-20 13:34:45,2025-10-20 13:34:46,2025-10-20 13:35:46,2025-10-20,high,light delay,free flowing,450,test_input_15
dIsHaciuJdmqmecPxebXqQE,Norman Niles #2,time_segment_451_Norman Niles #2_congestion_enter_rating,time_segment_451_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-13-35-45.mp4,2025-10-20 13:35:45,2025-10-20 13:35:46,2025-10-20 13:36:45,2025-10-20,medium,free flowing,free flowing,451,test_input_15
GYsHaf7AFL-envgP6uGTmAE,Norman Niles #2,time_segment_452_Norman Niles #2_congestion_enter_rating,time_segment_452_Norman Niles #2_congestion_exit_rating,normanniles2/normanniles2_2025-10-20-13-36-45.mp4,2025-10-20 13:36:45,2025-10-20 13:36:46,2025-10-20 13:37:45,2025-10-20,none,light delay,free flowing,452,test_input_15
